layer,modal,rank,predicate,n,share,cum_share,modal_n
min_staff_desk,would,4,provide,6,0.0195,0.1531,307
min_staff_desk,would,5,begin,6,0.0195,0.1726,307
min_staff_desk,would,6,use,6,0.0195,0.1922,307
min_staff_desk,would,7,support,6,0.0195,0.2117,307
min_staff_desk,would,8,be+useful,5,0.0163,0.228,307
min_staff_desk,would,9,occur,5,0.0163,0.2443,307
min_staff_desk,would,10,need,5,0.0163,0.2606,307
min_staff_desk,would,11,fall,5,0.0163,0.2769,307
min_staff_desk,would,12,remain,5,0.0163,0.2932,307
min_staff_desk,would,13,decline,5,0.0163,0.3094,307
min_staff_desk,would,14,announce,4,0.013,0.3225,307
min_staff_desk,would,15,issue,4,0.013,0.3355,307
min_staff_desk,could,1,affect,7,0.0507,0.0507,138
min_staff_desk,could,2,consider,6,0.0435,0.0942,138
min_staff_desk,could,3,increase,5,0.0362,0.1304,138
min_staff_desk,could,4,result,5,0.0362,0.1667,138
min_staff_desk,could,5,continue,4,0.029,0.1957,138
min_staff_desk,could,6,become,4,0.029,0.2246,138
min_staff_desk,could,7,provide,4,0.029,0.2536,138
min_staff_desk,could,8,help,3,0.0217,0.2754,138
min_staff_desk,could,9,remain,3,0.0217,0.2971,138
min_staff_desk,could,10,take,3,0.0217,0.3188,138
min_staff_desk,could,11,use,3,0.0217,0.3406,138
min_staff_desk,could,12,have,3,0.0217,0.3623,138
min_staff_desk,could,13,play,3,0.0217,0.3841,138
min_staff_desk,could,14,arise,3,0.0217,0.4058,138
min_staff_desk,could,15,lead,2,0.0145,0.4203,138
min_staff_desk,should,1,continue,2,0.0741,0.0741,27
min_staff_desk,should,2,occur,2,0.0741,0.1481,27
min_staff_desk,should,3,decide,2,0.0741,0.2222,27
min_staff_desk,should,4,reduce,2,0.0741,0.2963,27
min_staff_desk,should,5,play,1,0.037,0.3333,27
min_staff_desk,should,6,drive,1,0.037,0.3704,27
min_staff_desk,should,7,limit,1,0.037,0.4074,27
min_staff_desk,should,8,undue,1,0.037,0.4444,27
min_staff_desk,should,9,reemerge,1,0.037,0.4815,27
min_staff_desk,should,10,market,1,0.037,0.5185,27
min_staff_desk,should,11,warrant,1,0.037,0.5556,27
min_staff_desk,should,12,take,1,0.037,0.5926,27
min_staff_desk,should,13,become,1,0.037,0.6296,27
min_staff_desk,should,14,identify,1,0.037,0.6667,27
min_staff_desk,should,15,prepared,1,0.037,0.7037,27
min_staff_desk,may,1,contribute,7,0.1707,0.1707,41
min_staff_desk,may,2,vary,4,0.0976,0.2683,41
min_staff_desk,may,3,help,3,0.0732,0.3415,41
min_staff_desk,may,4,prove,2,0.0488,0.3902,41
min_staff_desk,may,5,be+settlement,2,0.0488,0.439,41
min_staff_desk,may,6,become,2,0.0488,0.4878,41
min_staff_desk,may,7,extend,2,0.0488,0.5366,41
min_staff_desk,may,8,be+appropriate,2,0.0488,0.5854,41
min_staff_desk,may,9,facilitate,1,0.0244,0.6098,41
min_staff_desk,may,10,be+useful,1,0.0244,0.6341,41
min_staff_desk,may,11,economize,1,0.0244,0.6585,41
min_staff_desk,may,12,lead,1,0.0244,0.6829,41
min_staff_desk,may,13,cloud,1,0.0244,0.7073,41
min_staff_desk,may,14,consider,1,0.0244,0.7317,41
min_staff_desk,may,15,conduct,1,0.0244,0.7561,41
min_staff,would,1,expand,31,0.0948,0.0948,327
min_staff,would,2,increase,27,0.0826,0.1774,327
min_staff,would,3,remain,18,0.055,0.2324,327
min_staff,would,4,move,13,0.0398,0.2722,327
min_staff,would,5,continue,10,0.0306,0.3028,327
min_staff,would,6,rise,9,0.0275,0.3303,327
min_staff,would,7,manifest,8,0.0245,0.3547,327
min_staff,would,8,prove,7,0.0214,0.3761,327
min_staff,would,9,decline,7,0.0214,0.3976,327
min_staff,would,10,slow,6,0.0183,0.4159,327
min_staff,would,11,enact,6,0.0183,0.4343,327
min_staff,would,12,run,6,0.0183,0.4526,327
min_staff,would,13,be+objective,6,0.0183,0.4709,327
min_staff,would,14,take,6,0.0183,0.4893,327
min_staff,would,15,weaken,5,0.0153,0.5046,327
min_staff,could,1,increase,21,0.1591,0.1591,132
min_staff,could,2,prove,11,0.0833,0.2424,132
min_staff,could,3,appreciate,9,0.0682,0.3106,132
min_staff,could,4,move,7,0.053,0.3636,132
min_staff,could,5,expand,7,0.053,0.4167,132
min_staff,could,6,have,6,0.0455,0.4621,132
min_staff,could,7,amplify,5,0.0379,0.5,132
min_staff,could,8,put,4,0.0303,0.5303,132
min_staff,could,9,become,3,0.0227,0.553,132
min_staff,could,10,continue,3,0.0227,0.5758,132
min_staff,could,11,rise,3,0.0227,0.5985,132
min_staff,could,12,result,3,0.0227,0.6212,132
min_staff,could,13,lead,3,0.0227,0.6439,132
min_staff,could,14,yield,3,0.0227,0.6667,132
min_staff,could,15,materialize,3,0.0227,0.6894,132
min_staff,may,1,edge,18,0.3158,0.3158,57
min_staff,may,2,be+lower,9,0.1579,0.4737,57
min_staff,may,3,contribute,4,0.0702,0.5439,57
min_staff,may,4,increase,4,0.0702,0.614,57
min_staff,may,5,reflect,3,0.0526,0.6667,57
min_staff,may,6,be+vulnerable,2,0.0351,0.7018,57
min_staff,may,7,opening,1,0.0175,0.7193,57
min_staff,may,8,grow,1,0.0175,0.7368,57
min_staff,may,9,overstate,1,0.0175,0.7544,57
min_staff,may,10,need,1,0.0175,0.7719,57
min_staff,may,11,produce,1,0.0175,0.7895,57
min_staff,may,12,amplify,1,0.0175,0.807,57
min_staff,may,13,lead,1,0.0175,0.8246,57
min_staff,may,14,push,1,0.0175,0.8421,57
min_staff,may,15,be+premature,1,0.0175,0.8596,57
min_participants,will,1,depend,5,0.1667,0.1667,30
min_participants,will,2,move,2,0.0667,0.2333,30
min_participants,will,3,be+appropriate,2,0.0667,0.3,30
min_participants,will,4,drop,1,0.0333,0.3333,30
min_participants,will,5,come,1,0.0333,0.3667,30
min_participants,will,6,require,1,0.0333,0.4,30
min_participants,will,7,slow,1,0.0333,0.4333,30
min_participants,will,8,be+restrictive,1,0.0333,0.4667,30
min_participants,will,9,add,1,0.0333,0.5,30
min_participants,will,10,update,1,0.0333,0.5333,30
min_participants,will,11,sustain,1,0.0333,0.5667,30
min_participants,will,12,weigh,1,0.0333,0.6,30
min_participants,will,13,prove,1,0.0333,0.6333,30
min_participants,will,14,rise,1,0.0333,0.6667,30
min_participants,will,15,present,1,0.0333,0.7,30
min_participants,would,1,be+appropriate,143,0.093,0.093,1537
min_participants,would,2,continue,100,0.0651,0.1581,1537
min_participants,would,3,depend,59,0.0384,0.1965,1537
min_participants,would,4,remain,56,0.0364,0.2329,1537
min_participants,would,5,help,55,0.0358,0.2687,1537
min_participants,would,6,need,47,0.0306,0.2993,1537
min_participants,would,7,expect,44,0.0286,0.3279,1537
min_participants,would,8,be+important,41,0.0267,0.3546,1537
min_participants,would,9,move,32,0.0208,0.3754,1537
min_participants,would,10,rise,25,0.0163,0.3917,1537
min_participants,would,11,take,25,0.0163,0.4079,1537
min_participants,would,12,support,24,0.0156,0.4236,1537
min_participants,would,13,expand,23,0.015,0.4385,1537
min_participants,would,14,provide,23,0.015,0.4535,1537
min_participants,would,15,weigh,22,0.0143,0.4678,1537
min_participants,could,1,lead,57,0.0651,0.0651,875
min_participants,could,2,result,28,0.032,0.0971,875
min_participants,could,3,help,27,0.0309,0.128,875
min_participants,could,4,become,24,0.0274,0.1554,875
min_participants,could,5,bear,23,0.0263,0.1817,875
min_participants,could,6,have,20,0.0229,0.2046,875
min_participants,could,7,pose,19,0.0217,0.2263,875
min_participants,could,8,affect,19,0.0217,0.248,875
min_participants,could,9,prove,17,0.0194,0.2674,875
min_participants,could,10,support,17,0.0194,0.2869,875
min_participants,could,11,increase,17,0.0194,0.3063,875
min_participants,could,12,rise,13,0.0149,0.3211,875
min_participants,could,13,contribute,13,0.0149,0.336,875
min_participants,could,14,continue,12,0.0137,0.3497,875
min_participants,could,15,slow,12,0.0137,0.3634,875
min_participants,should,1,continue,17,0.1141,0.1141,149
min_participants,should,2,monitor,7,0.047,0.1611,149
min_participants,should,3,support,5,0.0336,0.1946,149
min_participants,should,4,take,4,0.0268,0.2215,149
min_participants,should,5,occur,4,0.0268,0.2483,149
min_participants,should,6,interpret,4,0.0268,0.2752,149
min_participants,should,7,remain,4,0.0268,0.302,149
min_participants,should,8,maintain,3,0.0201,0.3221,149
min_participants,should,9,discuss,3,0.0201,0.3423,149
min_participants,should,10,be+principle,3,0.0201,0.3624,149
min_participants,should,11,communicate,3,0.0201,0.3826,149
min_participants,should,12,guide,3,0.0201,0.4027,149
min_participants,should,13,assess,2,0.0134,0.4161,149
min_participants,should,14,be+patient,2,0.0134,0.4295,149
min_participants,should,15,emerge,2,0.0134,0.443,149
min_participants,may,1,be+appropriate,11,0.0701,0.0701,157
min_participants,may,2,contribute,7,0.0446,0.1146,157
min_participants,may,3,warrant,6,0.0382,0.1529,157
min_participants,may,4,need,5,0.0318,0.1847,157
min_participants,may,5,become,5,0.0318,0.2166,157
min_participants,may,6,reflect,5,0.0318,0.2484,157
min_participants,may,7,reduce,4,0.0255,0.2739,157
min_participants,may,8,be+lower,4,0.0255,0.2994,157
min_participants,may,9,increase,3,0.0191,0.3185,157
min_participants,may,10,be+level,3,0.0191,0.3376,157
min_participants,may,11,be+stronger,3,0.0191,0.3567,157
min_participants,may,12,begin,3,0.0191,0.3758,157
min_participants,may,13,signal,3,0.0191,0.3949,157
min_participants,may,14,stabilize,3,0.0191,0.414,157
min_participants,may,15,be+restrictive,2,0.0127,0.4268,157
min_committee,will,1,take,11,0.2973,0.2973,37
min_committee,will,2,be+appropriate,7,0.1892,0.4865,37
min_committee,will,3,move,5,0.1351,0.6216,37
min_committee,will,4,continue,4,0.1081,0.7297,37
min_committee,will,5,warrant,2,0.0541,0.7838,37
min_committee,will,6,rise,2,0.0541,0.8378,37
min_committee,will,7,follow,1,0.027,0.8649,37
min_committee,will,8,return,1,0.027,0.8919,37
min_committee,will,9,evaluate,1,0.027,0.9189,37
min_committee,will,10,be+patient,1,0.027,0.9459,37
min_committee,will,11,aim,1,0.027,0.973,37
min_committee,will,12,assess,1,0.027,1.0,37
min_committee,would,1,continue,109,0.1516,0.1516,719
min_committee,would,2,take,86,0.1196,0.2712,719
min_committee,would,3,be+appropriate,63,0.0876,0.3588,719
min_committee,would,4,depend,51,0.0709,0.4298,719
min_committee,would,5,assess,49,0.0682,0.4979,719
min_committee,would,6,be+prepared,46,0.064,0.5619,719
min_committee,would,7,expand,29,0.0403,0.6022,719
min_committee,would,8,remain,27,0.0376,0.6398,719
min_committee,would,9,warrant,21,0.0292,0.669,719
min_committee,would,10,evolve,20,0.0278,0.6968,719
min_committee,would,11,monitor,15,0.0209,0.7177,719
min_committee,would,12,rise,15,0.0209,0.7385,719
min_committee,would,13,increase,12,0.0167,0.7552,719
min_committee,would,14,add,12,0.0167,0.7719,719
min_committee,would,15,strengthen,12,0.0167,0.7886,719
min_committee,could,1,impede,46,0.5542,0.5542,83
min_committee,could,2,be+patient,3,0.0361,0.5904,83
min_committee,could,3,have,2,0.0241,0.6145,83
min_committee,could,4,help,2,0.0241,0.6386,83
min_committee,could,5,persist,2,0.0241,0.6627,83
min_committee,could,6,misinterpret,2,0.0241,0.6867,83
min_committee,could,7,lead,2,0.0241,0.7108,83
min_committee,could,8,necessitate,1,0.012,0.7229,83
min_committee,could,9,become,1,0.012,0.7349,83
min_committee,could,10,cause,1,0.012,0.747,83
min_committee,could,11,leave,1,0.012,0.759,83
min_committee,could,12,be+beneficial,1,0.012,0.7711,83
min_committee,could,13,push,1,0.012,0.7831,83
min_committee,could,14,change,1,0.012,0.7952,83
min_committee,could,15,remove,1,0.012,0.8072,83
min_committee,should,1,help,20,0.2353,0.2353,85
min_committee,should,2,affirm,14,0.1647,0.4,85
min_committee,should,3,note,9,0.1059,0.5059,85
min_committee,should,4,acknowledge,8,0.0941,0.6,85
min_committee,should,5,continue,4,0.0471,0.6471,85
min_committee,should,6,indicate,3,0.0353,0.6824,85
min_committee,should,7,reflect,2,0.0235,0.7059,85
min_committee,should,8,await,2,0.0235,0.7294,85
min_committee,should,9,update,2,0.0235,0.7529,85
min_committee,should,10,monitor,2,0.0235,0.7765,85
min_committee,should,11,incorporate,2,0.0235,0.8,85
min_committee,should,12,change,1,0.0118,0.8118,85
min_committee,should,13,view,1,0.0118,0.8235,85
min_committee,should,14,convey,1,0.0118,0.8353,85
min_committee,should,15,say,1,0.0118,0.8471,85
min_committee,may,1,warrant,14,0.4516,0.4516,31
min_committee,may,2,be+appropriate,13,0.4194,0.871,31
min_committee,may,3,become,1,0.0323,0.9032,31
min_committee,may,4,move,1,0.0323,0.9355,31
min_committee,may,5,decline,1,0.0323,0.9677,31
min_committee,may,6,increase,1,0.0323,1.0,31
min_special,will,1,hold,6,0.1224,0.1224,49
min_special,will,2,depend,5,0.102,0.2245,49
min_special,will,3,continue,3,0.0612,0.2857,49
min_special,will,4,begin,2,0.0408,0.3265,49
min_special,will,5,remain,2,0.0408,0.3673,49
min_special,will,6,increase,2,0.0408,0.4082,49
min_special,will,7,reinveste,2,0.0408,0.449,49
min_special,will,8,inform,2,0.0408,0.4898,49
min_special,will,9,be+billion,2,0.0408,0.5306,49
min_special,will,10,determine,2,0.0408,0.5714,49
min_special,will,11,phase,1,0.0204,0.5918,49
min_special,will,12,invest,1,0.0204,0.6122,49
min_special,will,13,shrink,1,0.0204,0.6327,49
min_special,will,14,translate,1,0.0204,0.6531,49
min_special,will,15,be+appropriate,1,0.0204,0.6735,49
min_special,would,1,be+appropriate,23,0.0669,0.0669,344
min_special,would,2,need,17,0.0494,0.1163,344
min_special,would,3,continue,14,0.0407,0.157,344
min_special,would,4,have,12,0.0349,0.1919,344
min_special,would,5,help,11,0.032,0.2238,344
min_special,would,6,provide,10,0.0291,0.2529,344
min_special,would,7,require,10,0.0291,0.282,344
min_special,would,8,be+important,10,0.0291,0.311,344
min_special,would,9,be+useful,7,0.0203,0.3314,344
min_special,would,10,be+consistent,7,0.0203,0.3517,344
min_special,would,11,hold,6,0.0174,0.3692,344
min_special,would,12,allow,6,0.0174,0.3866,344
min_special,would,13,remain,6,0.0174,0.4041,344
min_special,would,14,take,5,0.0145,0.4186,344
min_special,would,15,communicate,5,0.0145,0.4331,344
min_special,could,1,help,20,0.0707,0.0707,283
min_special,could,2,provide,15,0.053,0.1237,283
min_special,could,3,use,11,0.0389,0.1625,283
min_special,could,4,reduce,8,0.0283,0.1908,283
min_special,could,5,spill,6,0.0212,0.212,283
min_special,could,6,become,6,0.0212,0.2332,283
min_special,could,7,have,6,0.0212,0.2544,283
min_special,could,8,be+appropriate,6,0.0212,0.2756,283
min_special,could,9,affect,6,0.0212,0.2968,283
min_special,could,10,lead,5,0.0177,0.3145,283
min_special,could,11,view,5,0.0177,0.3322,283
min_special,could,12,result,5,0.0177,0.3498,283
min_special,could,13,make,5,0.0177,0.3675,283
min_special,could,14,arise,4,0.0141,0.3816,283
min_special,could,15,serve,4,0.0141,0.3958,283
min_special,can,1,achieve,3,0.1429,0.1429,21
min_special,can,2,vary,2,0.0952,0.2381,21
min_special,can,3,help,2,0.0952,0.3333,21
min_special,can,4,affect,2,0.0952,0.4286,21
min_special,can,5,phase,1,0.0476,0.4762,21
min_special,can,6,arise,1,0.0476,0.5238,21
min_special,can,7,be+effective,1,0.0476,0.5714,21
min_special,can,8,associate,1,0.0476,0.619,21
min_special,can,9,obtain,1,0.0476,0.6667,21
min_special,can,10,have,1,0.0476,0.7143,21
min_special,can,11,target,1,0.0476,0.7619,21
min_special,can,12,improve,1,0.0476,0.8095,21
min_special,can,13,control,1,0.0476,0.8571,21
min_special,can,14,promote,1,0.0476,0.9048,21
min_special,can,15,be+difficult,1,0.0476,0.9524,21
min_special,should,1,be+mean,3,0.0517,0.0517,58
min_special,should,2,help,2,0.0345,0.0862,58
min_special,should,3,reduce,2,0.0345,0.1207,58
min_special,should,4,be+what,2,0.0345,0.1552,58
min_special,should,5,continue,2,0.0345,0.1897,58
min_special,should,6,provide,1,0.0172,0.2069,58
min_special,should,7,include,1,0.0172,0.2241,58
min_special,should,8,rule,1,0.0172,0.2414,58
min_special,should,9,guide,1,0.0172,0.2586,58
min_special,should,10,respond,1,0.0172,0.2759,58
min_special,should,11,complete,1,0.0172,0.2931,58
min_special,should,12,update,1,0.0172,0.3103,58
min_special,should,13,imply,1,0.0172,0.3276,58
min_special,should,14,implement,1,0.0172,0.3448,58
min_special,should,15,become,1,0.0172,0.3621,58
min_special,may,1,be+appropriate,4,0.1429,0.1429,28
min_special,may,2,be+settlement,2,0.0714,0.2143,28
min_special,may,3,be+limit,2,0.0714,0.2857,28
min_special,may,4,require,2,0.0714,0.3571,28
min_special,may,5,provide,2,0.0714,0.4286,28
min_special,may,6,raise,2,0.0714,0.5,28
min_special,may,7,contribute,2,0.0714,0.5714,28
min_special,may,8,be+circumstance,1,0.0357,0.6071,28
min_special,may,9,be+simpler,1,0.0357,0.6429,28
min_special,may,10,move,1,0.0357,0.6786,28
min_special,may,11,amplify,1,0.0357,0.7143,28
min_special,may,12,take,1,0.0357,0.75,28
min_special,may,13,reduce,1,0.0357,0.7857,28
min_special,may,14,play,1,0.0357,0.8214,28
min_special,may,15,result,1,0.0357,0.8571,28
min_statement_quote,will,1,take,123,0.2047,0.2047,601
min_statement_quote,will,2,continue,122,0.203,0.4077,601
min_statement_quote,will,3,assess,71,0.1181,0.5258,601
min_statement_quote,will,4,be+appropriate,43,0.0715,0.5973,601
min_statement_quote,will,5,expand,34,0.0566,0.6539,601
min_statement_quote,will,6,monitor,32,0.0532,0.7072,601
min_statement_quote,will,7,depend,28,0.0466,0.7537,601
min_statement_quote,will,8,evolve,20,0.0333,0.787,601
min_statement_quote,will,9,warrant,20,0.0333,0.8203,601
min_statement_quote,will,10,add,12,0.02,0.8403,601
min_statement_quote,will,11,strengthen,12,0.02,0.8602,601
min_statement_quote,will,12,remain,11,0.0183,0.8785,601
min_statement_quote,will,13,move,10,0.0166,0.8952,601
min_statement_quote,will,14,aim,10,0.0166,0.9118,601
min_statement_quote,will,15,increase,9,0.015,0.9268,601
min_statement_quote,would,1,be+prepared,46,0.9388,0.9388,49
min_statement_quote,would,2,continue,2,0.0408,0.9796,49
min_statement_quote,would,3,reduce,1,0.0204,1.0,49
min_statement_quote,could,1,impede,46,0.92,0.92,50
min_statement_quote,could,2,pose,4,0.08,1.0,50
min_statement_quote,should,1,help,21,0.6364,0.6364,33
min_statement_quote,should,2,maintain,6,0.1818,0.8182,33
min_statement_quote,should,3,promote,6,0.1818,1.0,33
min_statement_quote,may,1,warrant,15,0.5769,0.5769,26
min_statement_quote,may,2,be+appropriate,10,0.3846,0.9615,26
min_statement_quote,may,3,restrain,1,0.0385,1.0,26
min_boilerplate,will,1,consult,19,0.5278,0.5278,36
min_boilerplate,will,2,continue,6,0.1667,0.6944,36
min_boilerplate,will,3,be+place,2,0.0556,0.75,36
min_boilerplate,will,4,aim,2,0.0556,0.8056,36
min_boilerplate,will,5,purchase,1,0.0278,0.8333,36
min_boilerplate,will,6,conduct,1,0.0278,0.8611,36
min_boilerplate,will,7,use,1,0.0278,0.8889,36
min_boilerplate,will,8,include,1,0.0278,0.9167,36
min_boilerplate,will,9,allow,1,0.0278,0.9444,36
min_boilerplate,will,10,report,1,0.0278,0.9722,36
min_boilerplate,will,11,have,1,0.0278,1.0,36
min_boilerplate,would,1,result,24,0.2243,0.2243,107
min_boilerplate,would,2,be+appropriate,9,0.0841,0.3084,107
min_boilerplate,would,3,be+feasible,8,0.0748,0.3832,107
min_boilerplate,would,4,concern,5,0.0467,0.4299,107
min_boilerplate,would,5,allow,3,0.028,0.4579,107
min_boilerplate,would,6,provide,3,0.028,0.486,107
min_boilerplate,would,7,help,2,0.0187,0.5047,107
min_boilerplate,would,8,need,2,0.0187,0.5234,107
min_boilerplate,would,9,direct,2,0.0187,0.5421,107
min_boilerplate,would,10,associate,2,0.0187,0.5607,107
min_boilerplate,would,11,clarify,2,0.0187,0.5794,107
min_boilerplate,would,12,contain,2,0.0187,0.5981,107
min_boilerplate,would,13,make,2,0.0187,0.6168,107
min_boilerplate,would,14,be+desirable,2,0.0187,0.6355,107
min_boilerplate,would,15,maintain,1,0.0093,0.6449,107
min_boilerplate,could,1,facilitate,9,0.15,0.15,60
min_boilerplate,could,2,impede,8,0.1333,0.2833,60
min_boilerplate,could,3,emerge,8,0.1333,0.4167,60
min_boilerplate,could,4,affect,6,0.1,0.5167,60
min_boilerplate,could,5,take,3,0.05,0.5667,60
min_boilerplate,could,6,result,3,0.05,0.6167,60
min_boilerplate,could,7,provide,2,0.0333,0.65,60
min_boilerplate,could,8,consider,2,0.0333,0.6833,60
min_boilerplate,could,9,help,2,0.0333,0.7167,60
min_boilerplate,could,10,overstate,1,0.0167,0.7333,60
min_boilerplate,could,11,comment,1,0.0167,0.75,60
min_boilerplate,could,12,purchase,1,0.0167,0.7667,60
min_boilerplate,could,13,communicate,1,0.0167,0.7833,60
min_boilerplate,could,14,imply,1,0.0167,0.8,60
min_boilerplate,could,15,associate,1,0.0167,0.8167,60
min_boilerplate,may,1,authorize,23,0.1447,0.1447,159
min_boilerplate,may,2,provide,16,0.1006,0.2453,159
min_boilerplate,may,3,delegate,10,0.0629,0.3082,159
min_boilerplate,may,4,auction,9,0.0566,0.3648,159
min_boilerplate,may,5,borrow,9,0.0566,0.4214,159
min_boilerplate,may,6,lend,9,0.0566,0.478,159
min_boilerplate,may,7,approve,8,0.0503,0.5283,159
min_boilerplate,may,8,result,8,0.0503,0.5786,159
min_boilerplate,may,9,may,8,0.0503,0.6289,159
min_boilerplate,may,10,exercise,7,0.044,0.673,159
min_boilerplate,may,11,manage,7,0.044,0.717,159
min_boilerplate,may,12,determine,7,0.044,0.761,159
min_boilerplate,may,13,be+measurable,6,0.0377,0.7987,159
min_boilerplate,may,14,change,6,0.0377,0.8365,159
min_boilerplate,may,15,undertake,6,0.0377,0.8742,159
pc_chair,will,1,continue,243,0.056,0.056,4341
pc_chair,will,2,have,216,0.0498,0.1057,4341
pc_chair,will,3,see,177,0.0408,0.1465,4341
pc_chair,will,4,do,151,0.0348,0.1813,4341
pc_chair,will,5,take,146,0.0336,0.2149,4341
pc_chair,will,6,look,143,0.0329,0.2479,4341
pc_chair,will,7,say,132,0.0304,0.2783,4341
pc_chair,will,8,be+appropriate,105,0.0242,0.3025,4341
pc_chair,will,9,be,105,0.0242,0.3267,4341
pc_chair,will,10,come,79,0.0182,0.3449,4341
pc_chair,will,11,make,69,0.0159,0.3607,4341
pc_chair,will,12,move,68,0.0157,0.3764,4341
pc_chair,will,13,depend,67,0.0154,0.3918,4341
pc_chair,will,14,go,60,0.0138,0.4057,4341
pc_chair,will,15,get,57,0.0131,0.4188,4341
pc_chair,would,1,say,662,0.2117,0.2117,3127
pc_chair,would,2,like,112,0.0358,0.2475,3127
pc_chair,would,3,want,108,0.0345,0.2821,3127
pc_chair,would,4,look,90,0.0288,0.3108,3127
pc_chair,would,5,be,90,0.0288,0.3396,3127
pc_chair,would,6,have,81,0.0259,0.3655,3127
pc_chair,would,7,expect,81,0.0259,0.3914,3127
pc_chair,would,8,take,72,0.023,0.4145,3127
pc_chair,would,9,point,62,0.0198,0.4343,3127
pc_chair,would,10,think,52,0.0166,0.4509,3127
pc_chair,would,11,do,45,0.0144,0.4653,3127
pc_chair,would,12,see,43,0.0138,0.4791,3127
pc_chair,would,13,be+appropriate,38,0.0122,0.4912,3127
pc_chair,would,14,need,31,0.0099,0.5011,3127
pc_chair,would,15,start,28,0.009,0.5101,3127
pc_chair,could,1,see,28,0.0447,0.0447,626
pc_chair,could,2,have,26,0.0415,0.0863,626
pc_chair,could,3,be,23,0.0367,0.123,626
pc_chair,could,4,do,18,0.0288,0.1518,626
pc_chair,could,5,affect,15,0.024,0.1757,626
pc_chair,could,6,come,14,0.0224,0.1981,626
pc_chair,could,7,happen,13,0.0208,0.2188,626
pc_chair,could,8,make,13,0.0208,0.2396,626
pc_chair,could,9,say,13,0.0208,0.2604,626
pc_chair,could,10,mean,11,0.0176,0.278,626
pc_chair,could,11,put,10,0.016,0.2939,626
pc_chair,could,12,weaken,10,0.016,0.3099,626
pc_chair,could,13,lead,9,0.0144,0.3243,626
pc_chair,could,14,use,9,0.0144,0.3387,626
pc_chair,could,15,change,9,0.0144,0.353,626
pc_chair,can,1,do,159,0.0988,0.0988,1610
pc_chair,can,2,see,100,0.0621,0.1609,1610
pc_chair,can,3,say,74,0.046,0.2068,1610
pc_chair,can,4,everything,52,0.0323,0.2391,1610
pc_chair,can,5,have,51,0.0317,0.2708,1610
pc_chair,can,6,look,50,0.0311,0.3019,1610
pc_chair,can,7,make,38,0.0236,0.3255,1610
pc_chair,can,8,think,36,0.0224,0.3478,1610
pc_chair,can,9,tell,34,0.0211,0.3689,1610
pc_chair,can,10,affect,33,0.0205,0.3894,1610
pc_chair,can,11,take,28,0.0174,0.4068,1610
pc_chair,can,12,get,28,0.0174,0.4242,1610
pc_chair,can,13,give,27,0.0168,0.441,1610
pc_chair,can,14,go,22,0.0137,0.4547,1610
pc_chair,can,15,find,19,0.0118,0.4665,1610
pc_chair,should,1,do,23,0.0463,0.0463,497
pc_chair,should,2,help,21,0.0423,0.0885,497
pc_chair,should,3,see,18,0.0362,0.1247,497
