modal,head_verb,n,share_within_modal,genre
can,weigh,3,0.001131648434552999,all
can,what,3,0.001131648434552999,all
can,worry,3,0.001131648434552999,all
can,about,2,0.0007544322897019992,all
can,absorb,2,0.0007544322897019992,all
can,accomplish,2,0.0007544322897019992,all
can,adapt,2,0.0007544322897019992,all
can,approximate,2,0.0007544322897019992,all
can,arise,2,0.0007544322897019992,all
can,arrive,2,0.0007544322897019992,all
can,assess,2,0.0007544322897019992,all
can,associate,2,0.0007544322897019992,all
can,break,2,0.0007544322897019992,all
can,carry,2,0.0007544322897019992,all
can,clarity,2,0.0007544322897019992,all
can,compare,2,0.0007544322897019992,all
can,decision,2,0.0007544322897019992,all
can,depend,2,0.0007544322897019992,all
can,drive,2,0.0007544322897019992,all
can,earn,2,0.0007544322897019992,all
can,effectively,2,0.0007544322897019992,all
can,envision,2,0.0007544322897019992,all
can,evolve,2,0.0007544322897019992,all
can,expand,2,0.0007544322897019992,all
can,extent,2,0.0007544322897019992,all
can,feed,2,0.0007544322897019992,all
can,fix,2,0.0007544322897019992,all
can,forecast,2,0.0007544322897019992,all
can,hedge,2,0.0007544322897019992,all
can,idea,2,0.0007544322897019992,all
can,ignore,2,0.0007544322897019992,all
can,induce,2,0.0007544322897019992,all
can,lay,2,0.0007544322897019992,all
can,lend,2,0.0007544322897019992,all
can,predict,2,0.0007544322897019992,all
can,prepare,2,0.0007544322897019992,all
can,prevent,2,0.0007544322897019992,all
can,proceed,2,0.0007544322897019992,all
can,promise,2,0.0007544322897019992,all
can,prove,2,0.0007544322897019992,all
can,pull,2,0.0007544322897019992,all
can,quickly,2,0.0007544322897019992,all
can,read,2,0.0007544322897019992,all
can,reconcile,2,0.0007544322897019992,all
can,recover,2,0.0007544322897019992,all
can,reflect,2,0.0007544322897019992,all
can,repeat,2,0.0007544322897019992,all
can,restore,2,0.0007544322897019992,all
can,rise,2,0.0007544322897019992,all
can,seem,2,0.0007544322897019992,all
can,separate,2,0.0007544322897019992,all
can,service,2,0.0007544322897019992,all
can,shed,2,0.0007544322897019992,all
can,show,2,0.0007544322897019992,all
can,slow,2,0.0007544322897019992,all
can,speculate,2,0.0007544322897019992,all
can,spell,2,0.0007544322897019992,all
can,spot,2,0.0007544322897019992,all
can,stand,2,0.0007544322897019992,all
can,streamline,2,0.0007544322897019992,all
can,sum,2,0.0007544322897019992,all
can,that,2,0.0007544322897019992,all
can,thing,2,0.0007544322897019992,all
can,thrive,2,0.0007544322897019992,all
can,tighten,2,0.0007544322897019992,all
can,trace,2,0.0007544322897019992,all
can,trade,2,0.0007544322897019992,all
can,translate,2,0.0007544322897019992,all
can,transparent,2,0.0007544322897019992,all
can,want,2,0.0007544322897019992,all
can,we,2,0.0007544322897019992,all
can,we're,2,0.0007544322897019992,all
can,withstand,2,0.0007544322897019992,all
can,accept,1,0.0003772161448509996,all
can,access,1,0.0003772161448509996,all
can,accrue,1,0.0003772161448509996,all
can,act,1,0.0003772161448509996,all
can,adopt,1,0.0003772161448509996,all
can,aid,1,0.0003772161448509996,all
can,alleviate,1,0.0003772161448509996,all
can,analysis,1,0.0003772161448509996,all
can,analyze,1,0.0003772161448509996,all
can,anticipate,1,0.0003772161448509996,all
can,approach,1,0.0003772161448509996,all
can,assist,1,0.0003772161448509996,all
can,assure,1,0.0003772161448509996,all
can,attest,1,0.0003772161448509996,all
can,beat,1,0.0003772161448509996,all
can,believe,1,0.0003772161448509996,all
can,blame,1,0.0003772161448509996,all
can,boost,1,0.0003772161448509996,all
can,borrow,1,0.0003772161448509996,all
can,calculate,1,0.0003772161448509996,all
can,call,1,0.0003772161448509996,all
can,catch,1,0.0003772161448509996,all
can,choose,1,0.0003772161448509996,all
can,complete,1,0.0003772161448509996,all
can,complicate,1,0.0003772161448509996,all
can,confirm,1,0.0003772161448509996,all
can,connect,1,0.0003772161448509996,all
can,consult,1,0.0003772161448509996,all
can,contain,1,0.0003772161448509996,all
can,cooperate,1,0.0003772161448509996,all
can,counteract,1,0.0003772161448509996,all
can,cumulate,1,0.0003772161448509996,all
can,datum,1,0.0003772161448509996,all
can,declare,1,0.0003772161448509996,all
can,decline,1,0.0003772161448509996,all
can,deduce,1,0.0003772161448509996,all
can,deepen,1,0.0003772161448509996,all
can,define,1,0.0003772161448509996,all
can,delineate,1,0.0003772161448509996,all
can,detail,1,0.0003772161448509996,all
can,deviate,1,0.0003772161448509996,all
can,differ,1,0.0003772161448509996,all
can,disagree,1,0.0003772161448509996,all
can,disappear,1,0.0003772161448509996,all
can,discuss,1,0.0003772161448509996,all
can,dislodge,1,0.0003772161448509996,all
can,dismiss,1,0.0003772161448509996,all
can,disrupt,1,0.0003772161448509996,all
can,distil,1,0.0003772161448509996,all
can,distinguish,1,0.0003772161448509996,all
can,distribute,1,0.0003772161448509996,all
can,divide,1,0.0003772161448509996,all
can,drift,1,0.0003772161448509996,all
can,early,1,0.0003772161448509996,all
can,educate,1,0.0003772161448509996,all
can,elicit,1,0.0003772161448509996,all
can,eliminate,1,0.0003772161448509996,all
can,emerge,1,0.0003772161448509996,all
can,emphasize,1,0.0003772161448509996,all
can,employ,1,0.0003772161448509996,all
can,end,1,0.0003772161448509996,all
can,enjoy,1,0.0003772161448509996,all
can,evaporate,1,0.0003772161448509996,all
can,exacerbate,1,0.0003772161448509996,all
can,exceed,1,0.0003772161448509996,all
can,execute,1,0.0003772161448509996,all
can,exercise,1,0.0003772161448509996,all
can,exhibit,1,0.0003772161448509996,all
can,facilitate,1,0.0003772161448509996,all
can,fail,1,0.0003772161448509996,all
can,fall,1,0.0003772161448509996,all
can,far,1,0.0003772161448509996,all
can,figure,1,0.0003772161448509996,all
can,fit,1,0.0003772161448509996,all
can,flourish,1,0.0003772161448509996,all
can,fluctuate,1,0.0003772161448509996,all
can,foresee,1,0.0003772161448509996,all
can,forget,1,0.0003772161448509996,all
can,form,1,0.0003772161448509996,all
can,foster,1,0.0003772161448509996,all
can,gather,1,0.0003772161448509996,all
can,generalize,1,0.0003772161448509996,all
can,gloss,1,0.0003772161448509996,all
can,grind,1,0.0003772161448509996,all
can,group,1,0.0003772161448509996,all
can,hard,1,0.0003772161448509996,all
can,harm,1,0.0003772161448509996,all
can,hope,1,0.0003772161448509996,all
can,how,1,0.0003772161448509996,all
can,hurt,1,0.0003772161448509996,all
can,impair,1,0.0003772161448509996,all
can,impede,1,0.0003772161448509996,all
can,in,1,0.0003772161448509996,all
can,incorporate,1,0.0003772161448509996,all
can,infer,1,0.0003772161448509996,all
can,inflict,1,0.0003772161448509996,all
can,inform,1,0.0003772161448509996,all
can,interfere,1,0.0003772161448509996,all
can,interpret,1,0.0003772161448509996,all
can,invest,1,0.0003772161448509996,all
can,job,1,0.0003772161448509996,all
can,justify,1,0.0003772161448509996,all
can,kiernan,1,0.0003772161448509996,all
can,lean,1,0.0003772161448509996,all
can,leave,1,0.0003772161448509996,all
can,limit,1,0.0003772161448509996,all
can,live,1,0.0003772161448509996,all
can,loosen,1,0.0003772161448509996,all
can,lot,1,0.0003772161448509996,all
can,market,1,0.0003772161448509996,all
can,mask,1,0.0003772161448509996,all
can,mean,1,0.0003772161448509996,all
can,meticulously,1,0.0003772161448509996,all
can,more,1,0.0003772161448509996,all
can,motivate,1,0.0003772161448509996,all
can,muster,1,0.0003772161448509996,all
can,name,1,0.0003772161448509996,all
can,noisy,1,0.0003772161448509996,all
can,objectively,1,0.0003772161448509996,all
can,obtain,1,0.0003772161448509996,all
can,occur,1,0.0003772161448509996,all
can,offset,1,0.0003772161448509996,all
can,on,1,0.0003772161448509996,all
can,operate,1,0.0003772161448509996,all
can,organization,1,0.0003772161448509996,all
can,output,1,0.0003772161448509996,all
can,outweigh,1,0.0003772161448509996,all
can,overheat,1,0.0003772161448509996,all
can,overlook,1,0.0003772161448509996,all
can,own,1,0.0003772161448509996,all
can,paraphrase,1,0.0003772161448509996,all
can,participate,1,0.0003772161448509996,all
can,pause,1,0.0003772161448509996,all
can,pave,1,0.0003772161448509996,all
can,phase,1,0.0003772161448509996,all
can,pick,1,0.0003772161448509996,all
can,place,1,0.0003772161448509996,all
can,plan,1,0.0003772161448509996,all
can,policy,1,0.0003772161448509996,all
can,prescribe,1,0.0003772161448509996,all
can,preserve,1,0.0003772161448509996,all
can,prespecify,1,0.0003772161448509996,all
can,pursue,1,0.0003772161448509996,all
can,rapidly,1,0.0003772161448509996,all
can,realize,1,0.0003772161448509996,all
can,reassure,1,0.0003772161448509996,all
can,rebuff,1,0.0003772161448509996,all
can,receive,1,0.0003772161448509996,all
can,refine,1,0.0003772161448509996,all
can,regain,1,0.0003772161448509996,all
can,rely,1,0.0003772161448509996,all
can,reopen,1,0.0003772161448509996,all
can,replace,1,0.0003772161448509996,all
can,resist,1,0.0003772161448509996,all
can,reverberate,1,0.0003772161448509996,all
can,reverse,1,0.0003772161448509996,all
can,revisit,1,0.0003772161448509996,all
can,right,1,0.0003772161448509996,all
can,risk,1,0.0003772161448509996,all
can,rush,1,0.0003772161448509996,all
can,sample,1,0.0003772161448509996,all
can,save,1,0.0003772161448509996,all
can,say—2.7,1,0.0003772161448509996,all
can,scale,1,0.0003772161448509996,all
can,sell,1,0.0003772161448509996,all
can,send,1,0.0003772161448509996,all
can,setting,1,0.0003772161448509996,all
can,shape,1,0.0003772161448509996,all
can,shift,1,0.0003772161448509996,all
can,simplify,1,0.0003772161448509996,all
can,snuff,1,0.0003772161448509996,all
can,social,1,0.0003772161448509996,all
can,solve,1,0.0003772161448509996,all
can,something,1,0.0003772161448509996,all
can,sorry,1,0.0003772161448509996,all
can,sound,1,0.0003772161448509996,all
can,specify,1,0.0003772161448509996,all
can,speed,1,0.0003772161448509996,all
can,spend,1,0.0003772161448509996,all
can,spur,1,0.0003772161448509996,all
can,squeeze,1,0.0003772161448509996,all
can,stay,1,0.0003772161448509996,all
can,steer,1,0.0003772161448509996,all
can,stipulate,1,0.0003772161448509996,all
can,survey,1,0.0003772161448509996,all
can,sympathize,1,0.0003772161448509996,all
can,tailor,1,0.0003772161448509996,all
can,tear,1,0.0003772161448509996,all
can,tend,1,0.0003772161448509996,all
can,thank,1,0.0003772161448509996,all
can,they,1,0.0003772161448509996,all
can,time,1,0.0003772161448509996,all
can,tolerate,1,0.0003772161448509996,all
can,tool,1,0.0003772161448509996,all
can,top,1,0.0003772161448509996,all
can,track,1,0.0003772161448509996,all
can,transfer,1,0.0003772161448509996,all
can,transparently,1,0.0003772161448509996,all
can,treat,1,0.0003772161448509996,all
can,undermine,1,0.0003772161448509996,all
can,understand,1,0.0003772161448509996,all
can,undertake,1,0.0003772161448509996,all
can,update,1,0.0003772161448509996,all
can,vanish,1,0.0003772161448509996,all
can,weaken,1,0.0003772161448509996,all
can,whatever,1,0.0003772161448509996,all
can,wholeheartedly,1,0.0003772161448509996,all
can,wind,1,0.0003772161448509996,all
can,withdraw,1,0.0003772161448509996,all
can,write,1,0.0003772161448509996,all
can,—,1,0.0003772161448509996,all
could,be,382,0.11551254913819171,all
could,impede,162,0.04898699727850015,all
could,lead,92,0.027819776232234653,all
could,have,91,0.027517387360145147,all
could,affect,81,0.024493498639250075,all
could,follow,81,0.024493498639250075,all
could,help,78,0.023586332022981556,all
could,talk,58,0.017538554581191412,all
could,result,56,0.016933776837012398,all
could,increase,55,0.016631387964922893,all
could,see,53,0.016026610220743878,all
could,pose,45,0.013607499244027819,all
could,become,44,0.013305110371938312,all
could,give,41,0.012397943755669792,all
could,prove,38,0.01149077713940127,all
could,provide,37,0.011188388267311764,all
could,make,35,0.01058361052313275,all
could,take,35,0.01058361052313275,all
could,do,34,0.010281221651043242,all
could,use,33,0.009978832778953735,all
could,come,31,0.00937405503477472,all
could,continue,31,0.00937405503477472,all
could,put,29,0.008769277290595706,all
could,support,25,0.0075597218022376775,all
could,cause,24,0.00725733293014817,all
could,explain,24,0.00725733293014817,all
could,bear,23,0.006954944058058663,all
could,go,22,0.006652555185969156,all
could,reduce,22,0.006652555185969156,all
could,slow,22,0.006652555185969156,all
could,contribute,21,0.006350166313879649,all
could,reflect,21,0.006350166313879649,all
could,rise,21,0.006350166313879649,all
could,warrant,21,0.006350166313879649,all
could,move,20,0.0060477774417901425,all
could,change,18,0.005442999697611128,all
could,happen,18,0.005442999697611128,all
could,risk,18,0.005442999697611128,all
could,consider,17,0.005140610825521621,all
could,raise,17,0.005140610825521621,all
could,say,16,0.004838221953432114,all
could,undermine,16,0.004838221953432114,all
could,arise,15,0.004535833081342607,all
could,boost,15,0.004535833081342607,all
could,get,15,0.004535833081342607,all
could,push,15,0.004535833081342607,all
could,weaken,15,0.004535833081342607,all
could,emerge,14,0.0042334442092530995,all
could,exacerbate,14,0.0042334442092530995,all
could,expand,14,0.0042334442092530995,all
could,mean,14,0.0042334442092530995,all
could,remain,14,0.0042334442092530995,all
could,require,14,0.0042334442092530995,all
could,restrain,14,0.0042334442092530995,all
could,tell,14,0.0042334442092530995,all
could,turn,14,0.0042334442092530995,all
could,address,13,0.003931055337163592,all
could,facilitate,13,0.003931055337163592,all
could,misinterpret,13,0.003931055337163592,all
could,occur,13,0.003931055337163592,all
could,ask,12,0.003628666465074085,all
could,weigh,12,0.003628666465074085,all
could,comment,11,0.003326277592984578,all
could,damp,11,0.003326277592984578,all
could,describe,11,0.003326277592984578,all
could,elaborate,11,0.003326277592984578,all
could,encourage,11,0.003326277592984578,all
could,limit,11,0.003326277592984578,all
could,play,11,0.003326277592984578,all
could,allow,10,0.0030238887208950713,all
could,appreciate,10,0.0030238887208950713,all
could,begin,10,0.0030238887208950713,all
could,clarify,10,0.0030238887208950713,all
could,generate,10,0.0030238887208950713,all
could,persist,10,0.0030238887208950713,all
could,spill,10,0.0030238887208950713,all
could,view,10,0.0030238887208950713,all
could,amplify,9,0.002721499848805564,all
could,bring,9,0.002721499848805564,all
could,face,9,0.002721499848805564,all
could,associate,8,0.002419110976716057,all
could,decline,8,0.002419110976716057,all
could,enhance,8,0.002419110976716057,all
could,expect,8,0.002419110976716057,all
could,find,8,0.002419110976716057,all
could,indicate,8,0.002419110976716057,all
could,point,8,0.002419110976716057,all
could,shift,8,0.002419110976716057,all
could,trigger,8,0.002419110976716057,all
could,add,7,0.0021167221046265497,all
could,create,7,0.0021167221046265497,all
could,improve,7,0.0021167221046265497,all
could,look,7,0.0021167221046265497,all
could,serve,7,0.0021167221046265497,all
could,speak,7,0.0021167221046265497,all
could,spur,7,0.0021167221046265497,all
could,afford,6,0.0018143332325370426,all
could,break,6,0.0018143332325370426,all
could,call,6,0.0018143332325370426,all
could,cut,6,0.0018143332325370426,all
could,entail,6,0.0018143332325370426,all
could,force,6,0.0018143332325370426,all
could,hinder,6,0.0018143332325370426,all
could,impair,6,0.0018143332325370426,all
could,include,6,0.0018143332325370426,all
could,influence,6,0.0018143332325370426,all
could,interpret,6,0.0018143332325370426,all
could,judge,6,0.0018143332325370426,all
could,reach,6,0.0018143332325370426,all
could,spend,6,0.0018143332325370426,all
could,start,6,0.0018143332325370426,all
could,threaten,6,0.0018143332325370426,all
could,walk,6,0.0018143332325370426,all
could,aid,5,0.0015119443604475356,all
could,communicate,5,0.0015119443604475356,all
could,end,5,0.0015119443604475356,all
could,fall,5,0.0015119443604475356,all
could,hurt,5,0.0015119443604475356,all
could,maintain,5,0.0015119443604475356,all
could,mitigate,5,0.0015119443604475356,all
could,necessitate,5,0.0015119443604475356,all
could,prompt,5,0.0015119443604475356,all
could,run,5,0.0015119443604475356,all
could,stay,5,0.0015119443604475356,all
could,sustain,5,0.0015119443604475356,all
could,think,5,0.0015119443604475356,all
could,tighten,5,0.0015119443604475356,all
could,yield,5,0.0015119443604475356,all
could,attribute,4,0.0012095554883580285,all
could,challenge,4,0.0012095554883580285,all
could,convey,4,0.0012095554883580285,all
could,could,4,0.0012095554883580285,all
could,deploy,4,0.0012095554883580285,all
could,deteriorate,4,0.0012095554883580285,all
could,differ,4,0.0012095554883580285,all
could,disrupt,4,0.0012095554883580285,all
could,ease,4,0.0012095554883580285,all
could,employ,4,0.0012095554883580285,all
could,hold,4,0.0012095554883580285,all
could,imagine,4,0.0012095554883580285,all
could,last,4,0.0012095554883580285,all
could,materialize,4,0.0012095554883580285,all
could,proceed,4,0.0012095554883580285,all
could,rely,4,0.0012095554883580285,all
could,respond,4,0.0012095554883580285,all
could,strengthen,4,0.0012095554883580285,all
could,transition,4,0.0012095554883580285,all
could,accelerate,3,0.0009071666162685213,all
could,achieve,3,0.0009071666162685213,all
could,adjust,3,0.0009071666162685213,all
could,apply,3,0.0009071666162685213,all
could,bind,3,0.0009071666162685213,all
could,borrow,3,0.0009071666162685213,all
could,choose,3,0.0009071666162685213,all
could,complicate,3,0.0009071666162685213,all
could,constrain,3,0.0009071666162685213,all
could,delay,3,0.0009071666162685213,all
could,depress,3,0.0009071666162685213,all
could,detail,3,0.0009071666162685213,all
could,discuss,3,0.0009071666162685213,all
could,display,3,0.0009071666162685213,all
could,drag,3,0.0009071666162685213,all
could,draw,3,0.0009071666162685213,all
could,drift,3,0.0009071666162685213,all
could,evolve,3,0.0009071666162685213,all
could,grow,3,0.0009071666162685213,all
could,handle,3,0.0009071666162685213,all
could,implement,3,0.0009071666162685213,all
could,jeopardize,3,0.0009071666162685213,all
could,keep,3,0.0009071666162685213,all
could,leave,3,0.0009071666162685213,all
could,mask,3,0.0009071666162685213,all
could,meet,3,0.0009071666162685213,all
could,misspecifie,3,0.0009071666162685213,all
could,pick,3,0.0009071666162685213,all
could,portend,3,0.0009071666162685213,all
could,read,3,0.0009071666162685213,all
could,realize,3,0.0009071666162685213,all
could,relate,3,0.0009071666162685213,all
could,resolve,3,0.0009071666162685213,all
could,resume,3,0.0009071666162685213,all
could,revise,3,0.0009071666162685213,all
could,set,3,0.0009071666162685213,all
could,share,3,0.0009071666162685213,all
could,shed,3,0.0009071666162685213,all
could,shorten,3,0.0009071666162685213,all
could,signal,3,0.0009071666162685213,all
could,stall,3,0.0009071666162685213,all
could,substitute,3,0.0009071666162685213,all
could,tilt,3,0.0009071666162685213,all
could,wind,3,0.0009071666162685213,all
could,withstand,3,0.0009071666162685213,all
could,work,3,0.0009071666162685213,all
could,absorb,2,0.0006047777441790142,all
could,accept,2,0.0006047777441790142,all
could,accompany,2,0.0006047777441790142,all
could,accomplish,2,0.0006047777441790142,all
could,act,2,0.0006047777441790142,all
could,argue,2,0.0006047777441790142,all
could,avoid,2,0.0006047777441790142,all
could,benefit,2,0.0006047777441790142,all
could,bolster,2,0.0006047777441790142,all
could,build,2,0.0006047777441790142,all
could,buy,2,0.0006047777441790142,all
could,capture,2,0.0006047777441790142,all
could,chair,2,0.0006047777441790142,all
could,cite,2,0.0006047777441790142,all
could,conduct,2,0.0006047777441790142,all
could,destabilize,2,0.0006047777441790142,all
could,develop,2,0.0006047777441790142,all
could,drive,2,0.0006047777441790142,all
could,earn,2,0.0006047777441790142,all
could,ensue,2,0.0006047777441790142,all
could,envision,2,0.0006047777441790142,all
could,erode,2,0.0006047777441790142,all
could,experience,2,0.0006047777441790142,all
could,fail,2,0.0006047777441790142,all
could,form,2,0.0006047777441790142,all
could,foster,2,0.0006047777441790142,all
could,hit,2,0.0006047777441790142,all
could,intensify,2,0.0006047777441790142,all
could,interfere,2,0.0006047777441790142,all
could,introduce,2,0.0006047777441790142,all
could,join,2,0.0006047777441790142,all
could,learn,2,0.0006047777441790142,all
could,lose,2,0.0006047777441790142,all
could,measure,2,0.0006047777441790142,all
could,operate,2,0.0006047777441790142,all
could,overheat,2,0.0006047777441790142,all
could,pass,2,0.0006047777441790142,all
could,perceive,2,0.0006047777441790142,all
could,phase,2,0.0006047777441790142,all
could,precipitate,2,0.0006047777441790142,all
could,present,2,0.0006047777441790142,all
could,prevent,2,0.0006047777441790142,all
could,promote,2,0.0006047777441790142,all
could,pull,2,0.0006047777441790142,all
could,purchase,2,0.0006047777441790142,all
could,receive,2,0.0006047777441790142,all
could,reemerge,2,0.0006047777441790142,all
could,repeat,2,0.0006047777441790142,all
could,represent,2,0.0006047777441790142,all
could,return,2,0.0006047777441790142,all
could,reverse,2,0.0006047777441790142,all
could,scale,2,0.0006047777441790142,all
could,sell,2,0.0006047777441790142,all
could,soften,2,0.0006047777441790142,all
could,speed,2,0.0006047777441790142,all
could,stand,2,0.0006047777441790142,all
could,stem,2,0.0006047777441790142,all
could,step,2,0.0006047777441790142,all
could,structure,2,0.0006047777441790142,all
could,suggest,2,0.0006047777441790142,all
could,target,2,0.0006047777441790142,all
could,understate,2,0.0006047777441790142,all
could,unwind,2,0.0006047777441790142,all
could,update,2,0.0006047777441790142,all
could,worsen,2,0.0006047777441790142,all
could,'ve,1,0.0003023888720895071,all
could,abate,1,0.0003023888720895071,all
could,accommodate,1,0.0003023888720895071,all
could,account,1,0.0003023888720895071,all
could,accumulate,1,0.0003023888720895071,all
could,activate,1,0.0003023888720895071,all
could,adapt,1,0.0003023888720895071,all
could,adopt,1,0.0003023888720895071,all
could,agree,1,0.0003023888720895071,all
could,all,1,0.0003023888720895071,all
could,alter,1,0.0003023888720895071,all
could,amount,1,0.0003023888720895071,all
could,announce,1,0.0003023888720895071,all
could,answer,1,0.0003023888720895071,all
could,anticipate,1,0.0003023888720895071,all
could,approach,1,0.0003023888720895071,all
could,assist,1,0.0003023888720895071,all
could,assume,1,0.0003023888720895071,all
could,augment,1,0.0003023888720895071,all
could,authorize,1,0.0003023888720895071,all
could,bail,1,0.0003023888720895071,all
could,balance,1,0.0003023888720895071,all
could,characterize,1,0.0003023888720895071,all
could,choke,1,0.0003023888720895071,all
could,clear,1,0.0003023888720895071,all
could,clearly,1,0.0003023888720895071,all
could,close,1,0.0003023888720895071,all
could,combine,1,0.0003023888720895071,all
could,commence,1,0.0003023888720895071,all
could,complete,1,0.0003023888720895071,all
could,compound,1,0.0003023888720895071,all
could,compress,1,0.0003023888720895071,all
could,compromise,1,0.0003023888720895071,all
could,confirm,1,0.0003023888720895071,all
could,connect,1,0.0003023888720895071,all
could,construct,1,0.0003023888720895071,all
