date,CFNAI,CFNAIMA3,UNRATE,NROU,COREPCE_YOY,VIX_M,UNRATE_GAP,COREPCE_GAP
2009-07-01,0.14,-0.66,9.5,5.04393899697215,0.6255829295479742,26.162727272727274,4.45606100302785,-1.3744170704520258
2009-08-01,-0.01,-0.27,9.6,5.04393899697215,0.6509440392611365,25.337142857142858,4.55606100302785,-1.3490559607388635
2009-09-01,-0.21,-0.02,9.8,5.04393899697215,0.7251804439602383,24.92666666666667,4.756061003027851,-1.2748195560397617
2009-10-01,-0.29,-0.17,10.0,5.040785237031391,1.2398995351797337,24.252272727272725,4.959214762968609,-0.7601004648202663
2009-11-01,0.06,-0.15,9.9,5.040785237031391,1.373476441695476,23.788999999999998,4.85921476296861,-0.6265235583045241
2009-12-01,-0.29,-0.17,9.9,5.040785237031391,1.5095155217327072,21.239545454545453,4.85921476296861,-0.4904844782672928
2010-01-01,0.16,-0.02,9.8,5.03674109744988,1.690903711795344,20.643157894736845,4.76325890255012,-0.30909628820465596
2010-02-01,-0.35,-0.16,9.8,5.03674109744988,1.698653811169737,22.54,4.76325890255012,-0.3013461888302631
2010-03-01,0.48,0.1,9.9,5.03674109744988,1.7769698346872698,17.767391304347825,4.86325890255012,-0.22303016531273023
2010-04-01,0.41,0.18,9.9,5.03173801268021,1.6029746856967897,17.424285714285716,4.868261987319791,-0.3970253143032103
2010-05-01,0.3,0.39,9.6,5.03173801268021,1.636855877388732,31.9295,4.56826198731979,-0.36314412261126794
2010-06-01,-0.17,0.18,9.4,5.03173801268021,1.555570639876902,29.916363636363634,4.368261987319791,-0.44442936012309797
2010-07-01,0.15,0.09,9.4,5.02571578715021,1.4705882352941124,25.565238095238094,4.3742842128497905,-0.5294117647058876
2010-08-01,-0.16,-0.06,9.5,5.02571578715021,1.4176232237384179,24.74590909090909,4.47428421284979,-0.5823767762615821
2010-09-01,-0.19,-0.06,9.5,5.02571578715021,1.2968283476987308,22.517619047619046,4.47428421284979,-0.7031716523012692
2010-10-01,-0.12,-0.15,9.4,5.01862387782517,1.0787813475225283,20.37333333333333,4.381376122174831,-0.9212186524774717
2010-11-01,-0.19,-0.16,9.8,5.01862387782517,1.1215791834903621,20.095714285714287,4.781376122174831,-0.8784208165096379
2010-12-01,0.09,-0.07,9.3,5.01862387782517,1.056748397507734,17.56954545454545,4.281376122174831,-0.9432516024922659
2011-01-01,0.02,-0.03,9.1,5.01042255345427,1.1234446334258408,17.3155,4.0895774465457295,-0.8765553665741592
2011-02-01,-0.38,-0.09,9.0,5.01042255345427,1.2119043892404369,17.43,3.98957744654573,-0.7880956107595631
2011-03-01,0.41,0.02,9.0,5.01042255345427,1.2145703792183493,20.723478260869566,3.98957744654573,-0.7854296207816507
2011-04-01,-0.48,-0.15,9.1,5.0010839047711295,1.3947001394700065,16.244,4.09891609522887,-0.6052998605299935
2011-05-01,-0.34,-0.14,9.0,5.0010839047711295,1.5235611430609364,16.91142857142857,3.9989160952288705,-0.4764388569390636
2011-06-01,0.01,-0.27,9.1,5.0010839047711295,1.5863290518787654,19.153181818181817,4.09891609522887,-0.4136709481212346
2011-07-01,0.17,-0.06,9.0,4.99059268251338,1.7344517595160758,19.2275,4.00940731748662,-0.2655482404839242
2011-08-01,0.01,0.06,9.0,4.99059268251338,1.8396305158310478,35.02913043478261,4.00940731748662,-0.16036948416895225
2011-09-01,-0.27,-0.03,9.0,4.99059268251338,1.8508219696126815,36.53,4.00940731748662,-0.14917803038731847
2011-10-01,0.16,-0.03,8.8,4.9789469432321685,1.744721966171725,32.829047619047614,3.8210530567678322,-0.25527803382827496
2011-11-01,-0.35,-0.15,8.6,4.9789469432321685,1.8278615794143915,31.94190476190476,3.621053056767831,-0.17213842058560846
2011-12-01,0.28,0.03,8.5,4.9789469432321685,1.9749609110768507,25.047619047619047,3.5210530567678315,-0.025039088923149322
2012-01-01,0.37,0.1,8.3,4.96615848641526,2.0614792192271914,20.228,3.3338415135847406,0.06147921922719135
2012-02-01,0.0,0.21,8.3,4.96615848641526,2.0258477852645562,18.4205,3.3338415135847406,0.025847785264556222
2012-03-01,-0.39,-0.01,8.2,4.96615848641526,2.044845423362407,16.167272727272728,3.233841513584739,0.04484542336240693
2012-04-01,0.06,-0.11,8.2,4.95225307037503,1.9653370013755112,17.823,3.2477469296249692,-0.03466299862448885
2012-05-01,-0.17,-0.17,8.2,4.95225307037503,1.826744683887549,21.001818181818184,3.2477469296249692,-0.17325531611245104
2012-06-01,-0.33,-0.14,8.2,4.95225307037503,1.8192584794552102,21.13095238095238,3.2477469296249692,-0.18074152054478976
2012-07-01,-0.28,-0.26,8.2,4.93727039857332,1.7738650548584145,17.565238095238094,3.2627296014266793,-0.2261349451415855
2012-08-01,-0.45,-0.35,8.1,4.93727039857332,1.6359225422913903,15.689565217391305,3.1627296014266797,-0.36407745770860966
2012-09-01,-0.11,-0.28,7.8,4.93727039857332,1.6916020530741482,15.284736842105264,2.86272960142668,-0.30839794692585176
2012-10-01,-0.26,-0.28,7.8,4.9212638724813695,1.889449210819305,16.276190476190475,2.8787361275186303,-0.11055078918069494
2012-11-01,0.28,-0.03,7.7,4.9212638724813695,1.7830690135935745,16.701904761904764,2.7787361275186306,-0.2169309864064255
2012-12-01,0.14,0.05,7.9,4.9212638724813695,1.6898651587646807,17.307,2.978736127518631,-0.3101348412353193
2013-01-01,-0.33,0.03,8.0,4.90430011161269,1.5915867078657886,13.505238095238095,3.09569988838731,-0.4084132921342114
2013-02-01,0.23,0.01,7.7,4.90430011161269,1.5601316530249987,14.072631578947368,2.7956998883873103,-0.4398683469750013
2013-03-01,-0.26,-0.12,7.5,4.90430011161269,1.4807449119659477,13.0315,2.59569988838731,-0.5192550880340523
2013-04-01,-0.29,-0.11,7.6,4.8864582459249695,1.3770626261318197,13.967272727272727,2.71354175407503,-0.6229373738681803
2013-05-01,0.14,-0.13,7.5,4.8864582459249695,1.3929168238908884,13.493636363636364,2.6135417540750305,-0.6070831761091116
2013-06-01,-0.14,-0.1,7.5,4.8864582459249695,1.4636510500807942,17.2715,2.6135417540750305,-0.5363489499192058
2013-07-01,-0.52,-0.17,7.3,4.8678289902689,1.4879607514040272,13.974545454545455,2.4321710097311,-0.5120392485959728
2013-08-01,0.3,-0.12,7.2,4.8678289902689,1.5332509004892136,14.21,2.3321710097311,-0.46674909951078636
2013-09-01,0.1,-0.04,7.2,4.8678289902689,1.529226044094134,14.692000000000002,2.3321710097311,-0.4707739559058659
2013-10-01,0.01,0.14,7.2,4.8485135148732486,1.4548181477315403,15.407826086956522,2.3514864851267516,-0.5451818522684597
2013-11-01,0.3,0.14,6.9,4.8485135148732486,1.5142597249719225,12.924000000000001,2.051486485126752,-0.4857402750280775
2013-12-01,-0.15,0.05,6.7,4.8485135148732486,1.5473618923369736,14.192380952380953,1.8514864851267516,-0.45263810766302637
2014-01-01,-0.7,-0.18,6.6,4.828622129906528,1.4524615006989983,14.24095238095238,1.7713778700934713,-0.5475384993010017
2014-02-01,0.44,-0.14,6.7,4.828622129906528,1.3901177975587542,15.47,1.8713778700934718,-0.6098822024412458
2014-03-01,0.48,0.08,6.7,4.828622129906528,1.447423075694143,14.836666666666666,1.8713778700934718,-0.5525769243058569
2014-04-01,0.05,0.32,6.2,4.80827280586174,1.5712658483877373,14.19809523809524,1.3917271941382605,-0.4287341516122627
2014-05-01,0.12,0.22,6.3,4.80827280586174,1.62365625697789,12.475238095238096,1.4917271941382602,-0.37634374302210993
2014-06-01,0.14,0.1,6.1,4.80827280586174,1.5635448842467259,11.541428571428572,1.29172719413826,-0.4364551157532741
2014-07-01,0.3,0.19,6.2,4.78758955479478,1.6103213221808854,12.296363636363635,1.4124104452052197,-0.3896786778191146
2014-08-01,-0.23,0.07,6.1,4.78758955479478,1.5397485995065185,13.491904761904761,1.3124104452052192,-0.46025140049348146
2014-09-01,0.01,0.03,5.9,4.78758955479478,1.5548480585553692,13.466666666666667,1.11241044520522,-0.44515194144463077
2014-10-01,0.04,-0.06,5.7,4.76670070024014,1.4709143321753215,18.058695652173913,0.9332992997598604,-0.5290856678246785
2014-11-01,0.27,0.11,5.8,4.76670070024014,1.392578536791067,13.413157894736841,1.03329929975986,-0.607421463208933
2014-12-01,0.06,0.12,5.6,4.76670070024014,1.3563462895293865,16.292272727272728,0.8332992997598598,-0.6436537104706135
2015-01-01,-0.26,0.02,5.7,4.74573706587286,1.2097113523521053,19.1195,0.95426293412714,-0.7902886476478947
2015-02-01,-0.48,-0.23,5.5,4.74573706587286,1.2774816263445121,15.90421052631579,0.7542629341271399,-0.7225183736554879
2015-03-01,0.01,-0.24,5.4,4.74573706587286,1.2808398950131306,14.812727272727273,0.6542629341271402,-0.7191601049868694
2015-04-01,0.0,-0.16,5.4,4.72483011463568,1.2943728841981805,13.494761904761905,0.67516988536432,-0.7056271158018195
2015-05-01,-0.34,-0.11,5.6,4.72483011463568,1.2472011216439594,13.3385,0.8751698853643193,-0.7527988783560406
2015-06-01,-0.14,-0.16,5.3,4.72483011463568,1.254154386404971,14.339545454545457,0.5751698853643195,-0.7458456135950291
2015-07-01,0.35,-0.04,5.2,4.704110071072569,1.1789500041732737,14.352727272727272,0.495889928927431,-0.8210499958267263
2015-08-01,-0.28,-0.02,5.1,4.704110071072569,1.2212546279397163,19.42809523809524,0.39588992892743047,-0.7787453720602837
2015-09-01,-0.12,-0.02,5.0,4.704110071072569,1.2321248164310905,24.377142857142857,0.2958899289274308,-0.7678751835689095
2015-10-01,-0.26,-0.22,5.0,4.6837040599828095,1.1779886779886617,16.789545454545454,0.3162959400171905,-0.8220113220113383
2015-11-01,-0.37,-0.25,5.1,4.6837040599828095,1.1967020513407034,16.21,0.41629594001719017,-0.8032979486592966
2015-12-01,-0.3,-0.31,5.0,4.6837040599828095,1.191700692994213,18.025454545454547,0.3162959400171905,-0.8082993070057869
2016-01-01,0.09,-0.19,4.8,4.66373429422766,1.4062402560957699,23.717894736842105,0.13626570577233998,-0.5937597439042301
2016-02-01,-0.23,-0.14,4.9,4.66373429422766,1.4658859681907055,22.517,0.23626570577234052,-0.5341140318092945
2016-03-01,-0.34,-0.16,5.0,4.66373429422766,1.4574479112677619,15.84909090909091,0.33626570577234016,-0.5425520887322381
2016-04-01,-0.1,-0.22,5.1,4.64431634359108,1.5199486797450534,14.300476190476191,0.4556836564089197,-0.48005132025494657
2016-05-01,-0.35,-0.26,4.8,4.64431634359108,1.5687328193787042,14.852857142857141,0.1556836564089199,-0.43126718062129576
2016-06-01,0.13,-0.11,4.9,4.64431634359108,1.5524039553270974,17.774545454545457,0.25568365640892043,-0.4475960446729026
2016-07-01,0.05,-0.06,4.8,4.62555751503731,1.5993318072140106,13.1585,0.17444248496268955,-0.4006681927859894
2016-08-01,-0.22,-0.02,4.9,4.62555751503731,1.6969584569733076,12.399565217391304,0.2744424849626901,-0.3030415430266924
2016-09-01,-0.09,-0.09,5.0,4.62555751503731,1.6852545372237682,14.21952380952381,0.3744424849626897,-0.31474546277623183
2016-10-01,-0.07,-0.12,4.9,4.60755537255564,1.7824083597317797,14.585238095238097,0.2924446274443602,-0.2175916402682203
2016-11-01,-0.22,-0.12,4.7,4.60755537255564,1.7188591624542893,15.236190476190476,0.09244462744436,-0.28114083754571073
2016-12-01,0.38,0.03,4.7,4.60755537255564,1.770093227647962,12.472380952380954,0.09244462744436,-0.22990677235203805
2017-01-01,-0.11,0.02,4.7,4.59039642208179,1.863334939067518,11.6085,0.10960357791821007,-0.13666506093248199
2017-02-01,-0.09,0.06,4.6,4.59039642208179,1.867275108455435,11.530526315789475,0.009603577918209538,-0.1327248915445649
2017-03-01,0.02,-0.06,4.4,4.59039642208179,1.6786546242183897,11.89782608695652,-0.19039642208178975,-0.32134537578161027
2017-04-01,0.34,0.09,4.4,4.574154983793631,1.6368213459441172,13.136315789473684,-0.17415498379363026,-0.3631786540558828
2017-05-01,0.02,0.13,4.4,4.574154983793631,1.545521142810613,10.862272727272726,-0.17415498379363026,-0.45447885718938696
2017-06-01,0.16,0.17,4.3,4.574154983793631,1.5764438029800987,10.513636363636364,-0.2741549837936308,-0.4235561970199013
2017-07-01,-0.16,0.01,4.3,4.55889227046308,1.5031107592688553,10.2645,-0.25889227046307983,-0.4968892407311447
2017-08-01,0.01,0.0,4.4,4.55889227046308,1.433593710424197,11.975652173913044,-0.1588922704630793,-0.5664062895758031
2017-09-01,0.18,0.01,4.3,4.55889227046308,1.4225873687192525,10.437999999999999,-0.25889227046307983,-0.5774126312807475
2017-10-01,0.54,0.25,4.2,4.54465568658274,1.5410111053849596,10.125454545454545,-0.3446556865827395,-0.45898889461504044
2017-11-01,0.23,0.32,4.2,4.54465568658274,1.5453764961365524,10.54047619047619,-0.3446556865827395,-0.45462350386344763
2017-12-01,0.2,0.33,4.1,4.54465568658274,1.5768765133171936,10.2645,-0.44465568658274,-0.4231234866828064
2018-01-01,-0.23,0.07,4.0,4.53147835875611,1.6320370277204788,11.062380952380952,-0.53147835875611,-0.36796297227952124
2018-02-01,0.47,0.15,4.1,4.53147835875611,1.6442181175359671,22.464736842105264,-0.4314783587561104,-0.35578188246403286
2018-03-01,0.11,0.12,4.0,4.53147835875611,1.909183171052753,19.023809523809526,-0.53147835875611,-0.09081682894724707
2018-04-01,0.4,0.32,4.0,4.51937890343318,1.8842192874261698,18.267619047619046,-0.5193789034331804,-0.11578071257383016
2018-05-01,-0.14,0.12,3.8,4.51937890343318,1.9809023776840462,14.124545454545455,-0.7193789034331806,-0.0190976223159538
2018-06-01,0.22,0.16,4.0,4.51937890343318,1.9362198184856405,13.678095238095239,-0.5193789034331804,-0.06378018151435949
2018-07-01,0.05,0.04,3.8,4.50836143357856,1.9958004199579937,13.147619047619049,-0.7083614335785597,-0.004199580042006268
2018-08-01,0.3,0.19,3.8,4.50836143357856,1.8957629996604108,12.54695652173913,-0.7083614335785597,-0.10423700033958916
2018-09-01,0.02,0.12,3.7,4.50836143357856,1.9602952913008842,12.910526315789474,-0.8083614335785594,-0.0397047086991158
2018-10-01,-0.21,0.03,3.8,4.49841580136913,1.8709073900841755,19.35217391304348,-0.69841580136913,-0.1290926099158245
2018-11-01,0.01,-0.06,3.8,4.49841580136913,2.0102451882429095,19.38904761904762,-0.69841580136913,0.010245188242909542
2018-12-01,-0.13,-0.11,3.9,4.49841580136913,2.0380799141860972,24.953157894736844,-0.5984158013691299,0.03807991418609724
2019-01-01,-0.36,-0.16,4.0,4.4895180696244,1.844426623897344,19.57238095238095,-0.4895180696243999,-0.1555733761026561
2019-02-01,-0.41,-0.3,3.8,4.4895180696244,1.7441056147354805,15.234736842105262,-0.6895180696244001,-0.25589438526451946
2019-03-01,-0.1,-0.29,3.8,4.4895180696244,1.61606799514884,14.485238095238095,-0.6895180696244001,-0.3839320048511601
2019-04-01,-0.51,-0.34,3.7,4.481631200462391,1.6367788035668518,12.949047619047619,-0.7816312004623907,-0.3632211964331482
2019-05-01,0.02,-0.2,3.6,4.481631200462391,1.563175476517964,16.721818181818183,-0.8816312004623907,-0.43682452348203604
2019-06-01,0.04,-0.15,3.6,4.481631200462391,1.6569813098790576,15.836000000000002,-0.8816312004623907,-0.34301869012094244
2019-07-01,-0.36,-0.1,3.7,4.47470594573225,1.6391192674940713,13.305909090909092,-0.7747059457322498,-0.36088073250592867
2019-08-01,0.17,-0.05,3.6,4.47470594573225,1.745804579673771,18.97909090909091,-0.8747059457322499,-0.2541954203262291
2019-09-01,-0.43,-0.21,3.5,4.47470594573225,1.6320140893302693,15.559000000000001,-0.97470594573225,-0.36798591066973074
2019-10-01,-0.78,-0.35,3.6,4.46868192017881,1.6235859562745425,15.466521739130435,-0.8686819201788096,-0.3764140437254575
2019-11-01,0.2,-0.34,3.6,4.46868192017881,1.4977183197472543,12.5235,-0.8686819201788096,-0.5022816802527457
2019-12-01,-0.35,-0.31,3.6,4.46868192017881,1.544751058548699,13.756666666666666,-0.8686819201788096,-0.455248941451301
2020-01-01,-0.25,-0.13,3.6,4.463488835113431,1.5913288616700605,13.94095238095238,-0.8634888351134307,-0.4086711383299395
2020-02-01,0.07,-0.18,3.5,4.463488835113431,1.6976972310441596,19.628947368421052,-0.9634888351134308,-0.3023027689558404
2020-03-01,-4.38,-1.52,4.4,4.463488835113431,1.5272953094374042,57.73681818181819,-0.0634888351134304,-0.4727046905625958
2020-04-01,-18.34,-7.55,14.8,4.45904786766102,0.9954970222243897,41.453809523809525,10.34095213233898,-1.0045029777756103
2020-05-01,4.76,-5.98,13.2,4.45904786766102,0.9973783749794407,30.897000000000002,8.740952132338979,-1.0026216250205593
2020-06-01,6.33,-2.42,11.0,4.45904786766102,0.9704519119350996,31.119545454545456,6.54095213233898,-1.0295480880649004
2020-07-01,2.64,4.58,10.2,4.455273138473751,1.2143366963097257,26.840454545454545,5.744726861526249,-0.7856633036902743
2020-08-01,1.26,3.41,8.4,4.455273138473751,1.3931038469319867,22.88952380952381,3.9447268615262496,-0.6068961530680133
2020-09-01,0.5,1.47,7.8,4.455273138473751,1.4796915464076354,27.64761904761905,3.344726861526249,-0.5203084535923646
2020-10-01,1.01,0.93,6.9,4.4520732691872,1.4217326104510208,29.438636363636363,2.4479267308128003,-0.5782673895489792
2020-11-01,0.28,0.6,6.7,4.4520732691872,1.453521884486797,24.9955,2.2479267308128,-0.546478115513203
2020-12-01,0.68,0.66,6.7,4.4520732691872,1.508790092214496,22.37409090909091,2.2479267308128,-0.4912099077855041
2021-01-01,0.86,0.61,6.4,4.452852989869879,1.6974939477738316,24.91,1.947147010130121,-0.30250605222616844
2021-02-01,-1.85,-0.1,6.2,4.452852989869879,1.7094670091967412,23.140526315789476,1.7471470101301207,-0.2905329908032588
2021-03-01,2.4,0.47,6.1,4.452852989869879,2.1991360195733556,21.84304347826087,1.6471470101301202,0.19913601957335558
2021-04-01,0.12,0.23,6.1,4.44978976629628,3.1306032044336574,17.416190476190476,1.6502102337037199,1.1306032044336574
2021-05-01,0.23,0.92,5.8,4.44978976629628,3.5411199019175887,19.7605,1.35021023370372,1.5411199019175887
2021-06-01,0.33,0.23,5.9,4.44978976629628,3.8617128102137466,16.956818181818182,1.4502102337037206,1.8617128102137466
2021-07-01,0.75,0.44,5.4,4.447010417057349,3.92711817566731,17.603333333333335,0.9529895829426511,1.9271181756673101
2021-08-01,-0.04,0.35,5.1,4.447010417057349,3.9584580447155737,17.472727272727273,0.6529895829426504,1.9584580447155737
2021-09-01,-0.13,0.19,4.7,4.447010417057349,4.013850678303776,19.824761904761903,0.25298958294265095,2.0138506783037764
2021-10-01,0.93,0.25,4.5,4.44441769129896,4.436672448273571,17.871428571428574,0.055582308701040084,2.436672448273571
2021-11-01,0.66,0.48,4.1,4.44441769129896,4.8908669097107005,18.50047619047619,-0.34441769129896027,2.8908669097107005
2021-12-01,0.17,0.59,3.9,4.44441769129896,5.2145501246505965,21.354545454545455,-0.54441769129896,3.2145501246505965
2022-01-01,-0.04,0.26,4.0,4.441916779223741,5.35843659732218,23.181,-0.4419167792237406,3.3584365973221804
2022-02-01,0.4,0.18,3.9,4.441916779223741,5.602764293293028,25.748421052631578,-0.5419167792237407,3.6027642932930277
2022-03-01,0.43,0.26,3.7,4.441916779223741,5.593221924008485,26.968695652173913,-0.7419167792237404,3.5932219240084846
2022-04-01,0.0,0.28,3.7,4.44046672936978,5.345023150300299,24.3735,-0.7404667293697802,3.3450231503002987
2022-05-01,-0.41,0.01,3.6,4.44046672936978,5.184136763522318,29.313636363636363,-0.8404667293697803,3.184136763522318
2022-06-01,-0.25,-0.22,3.6,4.44046672936978,5.31569109508947,28.23318181818182,-0.8404667293697803,3.31569109508947
2022-07-01,0.2,-0.15,3.5,4.4389317490436095,5.107374057840786,24.995238095238093,-0.9389317490436095,3.1073740578407856
2022-08-01,0.04,0.0,3.6,4.4389317490436095,5.362447330658338,22.169565217391302,-0.8389317490436095,3.3624473306583376
2022-09-01,0.0,0.08,3.5,4.4389317490436095,5.606479327988612,27.34181818181818,-0.9389317490436095,3.6064793279886116
2022-10-01,0.04,0.03,3.6,4.43723236707892,5.459759683450094,30.005714285714287,-0.8372323670789199,3.459759683450094
2022-11-01,-0.6,-0.19,3.6,4.43723236707892,5.20808883271644,23.29909090909091,-0.8372323670789199,3.20808883271644
2022-12-01,-0.46,-0.34,3.5,4.43723236707892,4.9668814733705435,21.784285714285716,-0.93723236707892,2.9668814733705435
2023-01-01,0.57,-0.17,3.5,4.43529644125222,4.937665213974429,20.16904761904762,-0.9352964412522198,2.9376652139744293
2023-02-01,-0.43,-0.11,3.6,4.43529644125222,4.855603371625716,20.1205,-0.8352964412522197,2.8556033716257163
2023-03-01,-0.41,-0.09,3.5,4.43529644125222,4.783286394955444,21.644347826086957,-0.9352964412522198,2.783286394955444
2023-04-01,0.04,-0.27,3.4,4.43350999614073,4.789642299240104,17.817894736842106,-1.03350999614073,2.7896422992401044
2023-05-01,-0.18,-0.18,3.6,4.43350999614073,4.731625374880166,17.63608695652174,-0.8335099961407297,2.731625374880166
2023-06-01,-0.41,-0.19,3.6,4.43350999614073,4.383786808421353,14.003181818181817,-0.8335099961407297,2.3837868084213527
2023-07-01,0.13,-0.15,3.5,4.4313678808796295,4.299124123250864,13.932380952380951,-0.9313678808796295,2.2991241232508637
2023-08-01,-0.17,-0.15,3.7,4.4313678808796295,3.8282036156702226,15.85391304347826,-0.7313678808796293,1.8282036156702226
2023-09-01,-0.03,-0.02,3.7,4.4313678808796295,3.687774208035388,15.173333333333332,-0.7313678808796293,1.6877742080353881
2023-10-01,-0.51,-0.24,3.9,4.42882424008579,3.4740628549791763,18.887727272727272,-0.5288242400857901,1.4740628549791763
2023-11-01,0.14,-0.14,3.7,4.42882424008579,3.2907438711504255,14.01909090909091,-0.7288242400857898,1.2907438711504255
2023-12-01,-0.12,-0.16,3.8,4.42882424008579,3.1123879882344996,12.7185,-0.6288242400857902,1.1123879882344996
2024-01-01,-0.98,-0.32,3.7,4.42567965718569,3.159014510020852,13.388636363636364,-0.7256796571856894,1.1590145100208522
2024-02-01,0.26,-0.28,3.9,4.42567965718569,3.059467984974007,13.980476190476189,-0.5256796571856897,1.059467984974007
2024-03-01,-0.13,-0.28,3.9,4.42567965718569,3.122173857921662,13.7875,-0.5256796571856897,1.1221738579216618
2024-04-01,-0.38,-0.08,3.9,4.42215707526542,3.006720905553606,16.137727272727275,-0.5221570752654201,1.006720905553606
2024-05-01,0.16,-0.12,3.9,4.42215707526542,2.7711764063720334,13.058695652173913,-0.5221570752654201,0.7711764063720334
2024-06-01,-0.22,-0.15,4.1,4.42215707526542,2.7531619063573265,12.667,-0.32215707526542037,0.7531619063573265
2024-07-01,-0.39,-0.15,4.2,4.418184956226237,2.8062163337682744,14.373913043478263,-0.2181849562262368,0.8062163337682744
2024-08-01,-0.08,-0.23,4.2,4.418184956226237,2.873279917118543,19.312272727272727,-0.2181849562262368,0.873279917118543
2024-09-01,-0.29,-0.25,4.1,4.418184956226237,2.838627996468368,17.663333333333334,-0.3181849562262373,0.838627996468368
2024-10-01,-0.56,-0.31,4.1,4.413737266101202,2.9865021082658982,19.960869565217394,-0.3137372661012021,0.9865021082658982
2024-11-01,-0.05,-0.3,4.2,4.413737266101202,2.980710120125618,16.015238095238097,-0.21373726610120158,0.9807101201256181
2024-12-01,0.33,-0.09,4.1,4.413737266101202,2.9885896245190446,15.866190476190477,-0.3137372661012021,0.9885896245190446
2025-01-01,-0.5,-0.07,4.0,4.40904868088454,2.7801380994415092,16.763636363636365,-0.40904868088454016,0.7801380994415092
2025-02-01,0.39,0.07,4.2,4.40904868088454,2.9686432938117457,16.968,-0.20904868088453998,0.9686432938117457
2025-03-01,0.16,0.01,4.2,4.40904868088454,2.670294814316976,21.841428571428573,-0.20904868088453998,0.6702948143169758
2025-04-01,-0.36,0.06,4.2,4.40690622022857,2.614795918367352,31.966190476190473,-0.20690622022856964,0.6147959183673519
2025-05-01,-0.31,-0.17,4.3,4.40690622022857,2.783883382495933,20.46227272727273,-0.10690622022856999,0.783883382495933
2025-06-01,-0.09,-0.25,4.1,4.40690622022857,2.8073722050588,18.403333333333336,-0.30690622022857017,0.8073722050588001
2025-07-01,0.02,-0.13,4.3,4.40419970826884,2.86304724556794,16.381304347826084,-0.1041997082688404,0.8630472455679401
2025-08-01,-0.35,-0.14,4.3,4.40419970826884,2.912416347215907,15.75,-0.1041997082688404,0.912416347215907
2025-09-01,-0.32,-0.22,4.4,4.40419970826884,2.825069249833967,15.789090909090909,-0.0041997082688398635,0.8250692498339669
2025-10-01,-0.5,-0.39,,4.40184121264107,2.75453840687383,18.086521739130436,,0.7545384068738299
2025-11-01,-0.31,-0.37,4.5,4.40184121264107,2.8290927864990767,19.7695,0.0981587873589298,0.8290927864990767
2025-12-01,-0.06,-0.29,4.4,4.40184121264107,2.971110180682146,15.548181818181819,-0.0018412126410698448,0.971110180682146
2026-01-01,-0.07,-0.15,4.3,4.399090564203688,3.104657789335974,16.17904761904762,-0.09909056420368856,1.104657789335974
2026-02-01,0.22,0.03,4.4,4.399090564203688,3.0492628550881085,19.207,0.0009094357963119748,1.0492628550881085
2026-03-01,-0.11,0.01,4.3,4.399090564203688,3.253849776876594,25.596818181818183,-0.09909056420368856,1.253849776876594
2026-04-01,0.1,0.07,4.3,4.39593247642493,3.3298274131089656,19.811904761904763,-0.09593247642493008,1.3298274131089656
