event,event_date,layer,series,pre3,at,post3
Powell chair,2018-02-05,min_committee,could+impede,0.0,0.0,0.0
Powell chair,2018-02-05,min_committee,should,0.527,0.0,0.576
Powell chair,2018-02-05,min_committee,will,0.0,0.0,0.0
Powell chair,2018-02-05,min_committee,would,15.511,18.265,9.505
Powell chair,2018-02-05,min_committee,would+assess,0.0,0.0,0.0
Powell chair,2018-02-05,min_committee,would+be+appropriate,0.892,1.522,0.0
Powell chair,2018-02-05,min_committee,would+continue,0.435,0.0,0.0
Powell chair,2018-02-05,min_committee,would+depend,2.837,3.044,2.598
Powell chair,2018-02-05,min_committee,would+take,1.945,1.522,2.031
Mid-cycle cut,2019-07-31,min_committee,ALL,11.6,10.217,9.659
Mid-cycle cut,2019-07-31,min_committee,could,1.113,1.277,2.477
Mid-cycle cut,2019-07-31,min_committee,could+impede,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,min_committee,should,0.624,1.277,0.0
Mid-cycle cut,2019-07-31,min_committee,will,0.0,0.0,0.667
Mid-cycle cut,2019-07-31,min_committee,would,8.749,7.663,6.515
Mid-cycle cut,2019-07-31,min_committee,would+assess,1.737,1.277,1.81
Mid-cycle cut,2019-07-31,min_committee,would+be+appropriate,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,min_committee,would+continue,0.0,1.277,0.602
Mid-cycle cut,2019-07-31,min_committee,would+depend,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,min_committee,would+take,1.737,1.277,1.81
Pandemic ZLB,2020-03-15,min_committee,ALL,8.834,15.504,16.205
Pandemic ZLB,2020-03-15,min_committee,could,1.935,1.55,0.0
Pandemic ZLB,2020-03-15,min_committee,could+impede,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,min_committee,should,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,min_committee,will,0.667,0.0,0.0
Pandemic ZLB,2020-03-15,min_committee,would,6.232,13.953,16.205
Pandemic ZLB,2020-03-15,min_committee,would+assess,2.077,1.55,2.032
Pandemic ZLB,2020-03-15,min_committee,would+be+appropriate,0.0,0.0,1.334
Pandemic ZLB,2020-03-15,min_committee,would+continue,0.602,3.101,4.063
Pandemic ZLB,2020-03-15,min_committee,would+depend,0.0,0.0,0.65
Pandemic ZLB,2020-03-15,min_committee,would+take,2.077,1.55,2.032
New framework,2020-08-27,min_committee,ALL,16.205,15.504,16.055
New framework,2020-08-27,min_committee,could,0.0,0.969,1.719
New framework,2020-08-27,min_committee,could+impede,0.0,0.969,1.719
New framework,2020-08-27,min_committee,should,0.0,0.969,0.0
New framework,2020-08-27,min_committee,will,0.0,1.938,0.0
New framework,2020-08-27,min_committee,would,16.205,11.628,14.335
New framework,2020-08-27,min_committee,would+assess,2.032,0.0,0.0
New framework,2020-08-27,min_committee,would+be+appropriate,1.334,4.845,3.439
New framework,2020-08-27,min_committee,would+continue,4.063,0.969,2.916
New framework,2020-08-27,min_committee,would+depend,0.65,1.938,1.719
New framework,2020-08-27,min_committee,would+take,2.032,0.969,1.719
Hiking cycle begins,2022-03-16,min_committee,ALL,17.25,14.523,14.202
Hiking cycle begins,2022-03-16,min_committee,could,1.314,2.075,1.967
Hiking cycle begins,2022-03-16,min_committee,could+impede,1.314,2.075,1.967
Hiking cycle begins,2022-03-16,min_committee,should,3.08,0.0,0.0
Hiking cycle begins,2022-03-16,min_committee,will,0.0,0.0,0.0
Hiking cycle begins,2022-03-16,min_committee,would,12.857,12.448,12.235
Hiking cycle begins,2022-03-16,min_committee,would+assess,0.0,0.0,0.0
Hiking cycle begins,2022-03-16,min_committee,would+be+appropriate,2.627,4.149,3.212
Hiking cycle begins,2022-03-16,min_committee,would+continue,2.627,2.075,3.29
Hiking cycle begins,2022-03-16,min_committee,would+depend,0.0,0.0,0.0
Hiking cycle begins,2022-03-16,min_committee,would+take,1.314,4.149,1.967
Last hike,2023-07-26,min_committee,ALL,17.697,17.766,18.321
Last hike,2023-07-26,min_committee,could,2.418,2.538,2.247
Last hike,2023-07-26,min_committee,could+impede,2.418,2.538,2.247
Last hike,2023-07-26,min_committee,should,0.0,0.0,1.403
Last hike,2023-07-26,min_committee,will,5.719,5.076,0.809
Last hike,2023-07-26,min_committee,would,7.141,7.614,11.021
Last hike,2023-07-26,min_committee,would+assess,0.0,0.0,0.0
Last hike,2023-07-26,min_committee,would+be+appropriate,0.0,0.0,0.0
Last hike,2023-07-26,min_committee,would+continue,3.187,5.076,4.494
Last hike,2023-07-26,min_committee,would+depend,0.0,0.0,0.0
Last hike,2023-07-26,min_committee,would+take,0.768,0.0,3.685
Cutting cycle begins,2024-09-18,min_committee,ALL,16.096,16.99,15.55
Cutting cycle begins,2024-09-18,min_committee,could,2.217,2.427,2.475
Cutting cycle begins,2024-09-18,min_committee,could+impede,2.217,2.427,2.475
Cutting cycle begins,2024-09-18,min_committee,should,0.651,4.854,2.475
Cutting cycle begins,2024-09-18,min_committee,will,0.0,0.0,0.0
Cutting cycle begins,2024-09-18,min_committee,would,13.228,9.709,10.6
Cutting cycle begins,2024-09-18,min_committee,would+assess,2.217,2.427,2.475
Cutting cycle begins,2024-09-18,min_committee,would+be+appropriate,2.217,0.0,0.0
Cutting cycle begins,2024-09-18,min_committee,would+continue,2.217,2.427,2.475
Cutting cycle begins,2024-09-18,min_committee,would+depend,0.0,0.0,0.0
Cutting cycle begins,2024-09-18,min_committee,would+take,2.217,2.427,2.475
Framework review 2025,2025-08-22,min_committee,ALL,15.594,16.0,16.266
Framework review 2025,2025-08-22,min_committee,could,2.599,2.667,2.461
Framework review 2025,2025-08-22,min_committee,could+impede,2.599,2.667,2.461
Framework review 2025,2025-08-22,min_committee,should,2.599,2.667,3.211
Framework review 2025,2025-08-22,min_committee,will,0.0,0.0,0.0
Framework review 2025,2025-08-22,min_committee,would,10.396,10.667,10.594
Framework review 2025,2025-08-22,min_committee,would+assess,2.599,2.667,2.461
Framework review 2025,2025-08-22,min_committee,would+be+appropriate,0.0,0.0,0.0
Framework review 2025,2025-08-22,min_committee,would+continue,2.599,2.667,2.461
Framework review 2025,2025-08-22,min_committee,would+depend,0.0,0.0,0.0
Framework review 2025,2025-08-22,min_committee,would+take,2.599,2.667,2.461
