layer,modal,rank,predicate,n,share,cum_share,modal_n
min_staff_desk,should,12,take,1,0.037,0.5926,27
min_staff_desk,should,13,become,1,0.037,0.6296,27
min_staff_desk,should,14,identify,1,0.037,0.6667,27
min_staff_desk,should,15,prepared,1,0.037,0.7037,27
min_staff_desk,may,1,contribute,7,0.1707,0.1707,41
min_staff_desk,may,2,vary,4,0.0976,0.2683,41
min_staff_desk,may,3,help,3,0.0732,0.3415,41
min_staff_desk,may,4,prove,2,0.0488,0.3902,41
min_staff_desk,may,5,be+settlement,2,0.0488,0.439,41
min_staff_desk,may,6,become,2,0.0488,0.4878,41
min_staff_desk,may,7,extend,2,0.0488,0.5366,41
min_staff_desk,may,8,be+appropriate,2,0.0488,0.5854,41
min_staff_desk,may,9,facilitate,1,0.0244,0.6098,41
min_staff_desk,may,10,be+useful,1,0.0244,0.6341,41
min_staff_desk,may,11,economize,1,0.0244,0.6585,41
min_staff_desk,may,12,lead,1,0.0244,0.6829,41
min_staff_desk,may,13,cloud,1,0.0244,0.7073,41
min_staff_desk,may,14,consider,1,0.0244,0.7317,41
min_staff_desk,may,15,conduct,1,0.0244,0.7561,41
min_staff,would,1,expand,31,0.0948,0.0948,327
min_staff,would,2,increase,27,0.0826,0.1774,327
min_staff,would,3,remain,18,0.055,0.2324,327
min_staff,would,4,move,13,0.0398,0.2722,327
min_staff,would,5,continue,10,0.0306,0.3028,327
min_staff,would,6,rise,9,0.0275,0.3303,327
min_staff,would,7,manifest,8,0.0245,0.3547,327
min_staff,would,8,prove,7,0.0214,0.3761,327
min_staff,would,9,decline,7,0.0214,0.3976,327
min_staff,would,10,slow,6,0.0183,0.4159,327
min_staff,would,11,enact,6,0.0183,0.4343,327
min_staff,would,12,run,6,0.0183,0.4526,327
min_staff,would,13,be+objective,6,0.0183,0.4709,327
min_staff,would,14,take,6,0.0183,0.4893,327
min_staff,would,15,weaken,5,0.0153,0.5046,327
min_staff,could,1,increase,21,0.1591,0.1591,132
min_staff,could,2,prove,11,0.0833,0.2424,132
min_staff,could,3,appreciate,9,0.0682,0.3106,132
min_staff,could,4,move,7,0.053,0.3636,132
min_staff,could,5,expand,7,0.053,0.4167,132
min_staff,could,6,have,6,0.0455,0.4621,132
min_staff,could,7,amplify,5,0.0379,0.5,132
min_staff,could,8,put,4,0.0303,0.5303,132
min_staff,could,9,become,3,0.0227,0.553,132
min_staff,could,10,continue,3,0.0227,0.5758,132
min_staff,could,11,rise,3,0.0227,0.5985,132
min_staff,could,12,result,3,0.0227,0.6212,132
min_staff,could,13,lead,3,0.0227,0.6439,132
min_staff,could,14,yield,3,0.0227,0.6667,132
min_staff,could,15,materialize,3,0.0227,0.6894,132
min_staff,may,1,edge,18,0.3158,0.3158,57
min_staff,may,2,be+lower,9,0.1579,0.4737,57
min_staff,may,3,contribute,4,0.0702,0.5439,57
min_staff,may,4,increase,4,0.0702,0.614,57
min_staff,may,5,reflect,3,0.0526,0.6667,57
min_staff,may,6,be+vulnerable,2,0.0351,0.7018,57
min_staff,may,7,opening,1,0.0175,0.7193,57
min_staff,may,8,grow,1,0.0175,0.7368,57
min_staff,may,9,overstate,1,0.0175,0.7544,57
min_staff,may,10,need,1,0.0175,0.7719,57
min_staff,may,11,produce,1,0.0175,0.7895,57
min_staff,may,12,amplify,1,0.0175,0.807,57
min_staff,may,13,lead,1,0.0175,0.8246,57
min_staff,may,14,push,1,0.0175,0.8421,57
min_staff,may,15,be+premature,1,0.0175,0.8596,57
min_participants,will,1,depend,5,0.1667,0.1667,30
min_participants,will,2,move,2,0.0667,0.2333,30
min_participants,will,3,be+appropriate,2,0.0667,0.3,30
min_participants,will,4,drop,1,0.0333,0.3333,30
min_participants,will,5,come,1,0.0333,0.3667,30
min_participants,will,6,require,1,0.0333,0.4,30
min_participants,will,7,slow,1,0.0333,0.4333,30
min_participants,will,8,be+restrictive,1,0.0333,0.4667,30
min_participants,will,9,add,1,0.0333,0.5,30
min_participants,will,10,update,1,0.0333,0.5333,30
min_participants,will,11,sustain,1,0.0333,0.5667,30
min_participants,will,12,weigh,1,0.0333,0.6,30
min_participants,will,13,prove,1,0.0333,0.6333,30
min_participants,will,14,rise,1,0.0333,0.6667,30
min_participants,will,15,present,1,0.0333,0.7,30
min_participants,would,1,be+appropriate,143,0.093,0.093,1537
min_participants,would,2,continue,100,0.0651,0.1581,1537
min_participants,would,3,depend,59,0.0384,0.1965,1537
min_participants,would,4,remain,56,0.0364,0.2329,1537
min_participants,would,5,help,55,0.0358,0.2687,1537
min_participants,would,6,need,47,0.0306,0.2993,1537
min_participants,would,7,expect,44,0.0286,0.3279,1537
min_participants,would,8,be+important,41,0.0267,0.3546,1537
min_participants,would,9,move,32,0.0208,0.3754,1537
min_participants,would,10,rise,25,0.0163,0.3917,1537
min_participants,would,11,take,25,0.0163,0.4079,1537
min_participants,would,12,support,24,0.0156,0.4236,1537
min_participants,would,13,expand,23,0.015,0.4385,1537
min_participants,would,14,provide,23,0.015,0.4535,1537
min_participants,would,15,weigh,22,0.0143,0.4678,1537
min_participants,could,1,lead,57,0.0651,0.0651,875
min_participants,could,2,result,28,0.032,0.0971,875
min_participants,could,3,help,27,0.0309,0.128,875
min_participants,could,4,become,24,0.0274,0.1554,875
min_participants,could,5,bear,23,0.0263,0.1817,875
min_participants,could,6,have,20,0.0229,0.2046,875
min_participants,could,7,pose,19,0.0217,0.2263,875
min_participants,could,8,affect,19,0.0217,0.248,875
min_participants,could,9,prove,17,0.0194,0.2674,875
min_participants,could,10,support,17,0.0194,0.2869,875
min_participants,could,11,increase,17,0.0194,0.3063,875
min_participants,could,12,rise,13,0.0149,0.3211,875
min_participants,could,13,contribute,13,0.0149,0.336,875
min_participants,could,14,continue,12,0.0137,0.3497,875
min_participants,could,15,slow,12,0.0137,0.3634,875
min_participants,should,1,continue,17,0.1141,0.1141,149
min_participants,should,2,monitor,7,0.047,0.1611,149
min_participants,should,3,support,5,0.0336,0.1946,149
min_participants,should,4,take,4,0.0268,0.2215,149
min_participants,should,5,occur,4,0.0268,0.2483,149
min_participants,should,6,interpret,4,0.0268,0.2752,149
min_participants,should,7,remain,4,0.0268,0.302,149
min_participants,should,8,maintain,3,0.0201,0.3221,149
min_participants,should,9,discuss,3,0.0201,0.3423,149
min_participants,should,10,be+principle,3,0.0201,0.3624,149
min_participants,should,11,communicate,3,0.0201,0.3826,149
min_participants,should,12,guide,3,0.0201,0.4027,149
min_participants,should,13,assess,2,0.0134,0.4161,149
min_participants,should,14,be+patient,2,0.0134,0.4295,149
min_participants,should,15,emerge,2,0.0134,0.443,149
min_participants,may,1,be+appropriate,11,0.0701,0.0701,157
min_participants,may,2,contribute,7,0.0446,0.1146,157
min_participants,may,3,warrant,6,0.0382,0.1529,157
min_participants,may,4,need,5,0.0318,0.1847,157
min_participants,may,5,become,5,0.0318,0.2166,157
min_participants,may,6,reflect,5,0.0318,0.2484,157
min_participants,may,7,reduce,4,0.0255,0.2739,157
min_participants,may,8,be+lower,4,0.0255,0.2994,157
min_participants,may,9,increase,3,0.0191,0.3185,157
min_participants,may,10,be+level,3,0.0191,0.3376,157
min_participants,may,11,be+stronger,3,0.0191,0.3567,157
min_participants,may,12,begin,3,0.0191,0.3758,157
min_participants,may,13,signal,3,0.0191,0.3949,157
min_participants,may,14,stabilize,3,0.0191,0.414,157
min_participants,may,15,be+restrictive,2,0.0127,0.4268,157
min_committee,will,1,take,11,0.2973,0.2973,37
min_committee,will,2,be+appropriate,7,0.1892,0.4865,37
min_committee,will,3,move,5,0.1351,0.6216,37
min_committee,will,4,continue,4,0.1081,0.7297,37
min_committee,will,5,warrant,2,0.0541,0.7838,37
min_committee,will,6,rise,2,0.0541,0.8378,37
min_committee,will,7,follow,1,0.027,0.8649,37
min_committee,will,8,return,1,0.027,0.8919,37
min_committee,will,9,evaluate,1,0.027,0.9189,37
min_committee,will,10,be+patient,1,0.027,0.9459,37
min_committee,will,11,aim,1,0.027,0.973,37
min_committee,will,12,assess,1,0.027,1.0,37
min_committee,would,1,continue,109,0.1516,0.1516,719
min_committee,would,2,take,86,0.1196,0.2712,719
min_committee,would,3,be+appropriate,63,0.0876,0.3588,719
min_committee,would,4,depend,51,0.0709,0.4298,719
min_committee,would,5,assess,49,0.0682,0.4979,719
min_committee,would,6,be+prepared,46,0.064,0.5619,719
min_committee,would,7,expand,29,0.0403,0.6022,719
min_committee,would,8,remain,27,0.0376,0.6398,719
min_committee,would,9,warrant,21,0.0292,0.669,719
min_committee,would,10,evolve,20,0.0278,0.6968,719
min_committee,would,11,monitor,15,0.0209,0.7177,719
min_committee,would,12,rise,15,0.0209,0.7385,719
min_committee,would,13,increase,12,0.0167,0.7552,719
min_committee,would,14,add,12,0.0167,0.7719,719
min_committee,would,15,strengthen,12,0.0167,0.7886,719
min_committee,could,1,impede,46,0.5542,0.5542,83
min_committee,could,2,be+patient,3,0.0361,0.5904,83
min_committee,could,3,have,2,0.0241,0.6145,83
min_committee,could,4,help,2,0.0241,0.6386,83
min_committee,could,5,persist,2,0.0241,0.6627,83
min_committee,could,6,misinterpret,2,0.0241,0.6867,83
min_committee,could,7,lead,2,0.0241,0.7108,83
min_committee,could,8,necessitate,1,0.012,0.7229,83
min_committee,could,9,become,1,0.012,0.7349,83
min_committee,could,10,cause,1,0.012,0.747,83
min_committee,could,11,leave,1,0.012,0.759,83
min_committee,could,12,be+beneficial,1,0.012,0.7711,83
min_committee,could,13,push,1,0.012,0.7831,83
min_committee,could,14,change,1,0.012,0.7952,83
min_committee,could,15,remove,1,0.012,0.8072,83
min_committee,should,1,help,20,0.2353,0.2353,85
min_committee,should,2,affirm,14,0.1647,0.4,85
min_committee,should,3,note,9,0.1059,0.5059,85
min_committee,should,4,acknowledge,8,0.0941,0.6,85
min_committee,should,5,continue,4,0.0471,0.6471,85
min_committee,should,6,indicate,3,0.0353,0.6824,85
min_committee,should,7,reflect,2,0.0235,0.7059,85
min_committee,should,8,await,2,0.0235,0.7294,85
min_committee,should,9,update,2,0.0235,0.7529,85
min_committee,should,10,monitor,2,0.0235,0.7765,85
min_committee,should,11,incorporate,2,0.0235,0.8,85
min_committee,should,12,change,1,0.0118,0.8118,85
min_committee,should,13,view,1,0.0118,0.8235,85
min_committee,should,14,convey,1,0.0118,0.8353,85
min_committee,should,15,say,1,0.0118,0.8471,85
min_committee,may,1,warrant,14,0.4516,0.4516,31
min_committee,may,2,be+appropriate,13,0.4194,0.871,31
min_committee,may,3,become,1,0.0323,0.9032,31
min_committee,may,4,move,1,0.0323,0.9355,31
min_committee,may,5,decline,1,0.0323,0.9677,31
min_committee,may,6,increase,1,0.0323,1.0,31
min_special,will,1,hold,6,0.1224,0.1224,49
min_special,will,2,depend,5,0.102,0.2245,49
min_special,will,3,continue,3,0.0612,0.2857,49
min_special,will,4,begin,2,0.0408,0.3265,49
min_special,will,5,remain,2,0.0408,0.3673,49
min_special,will,6,increase,2,0.0408,0.4082,49
min_special,will,7,reinveste,2,0.0408,0.449,49
min_special,will,8,inform,2,0.0408,0.4898,49
min_special,will,9,be+billion,2,0.0408,0.5306,49
min_special,will,10,determine,2,0.0408,0.5714,49
min_special,will,11,phase,1,0.0204,0.5918,49
min_special,will,12,invest,1,0.0204,0.6122,49
min_special,will,13,shrink,1,0.0204,0.6327,49
min_special,will,14,translate,1,0.0204,0.6531,49
min_special,will,15,be+appropriate,1,0.0204,0.6735,49
min_special,would,1,be+appropriate,23,0.0669,0.0669,344
min_special,would,2,need,17,0.0494,0.1163,344
min_special,would,3,continue,14,0.0407,0.157,344
min_special,would,4,have,12,0.0349,0.1919,344
min_special,would,5,help,11,0.032,0.2238,344
min_special,would,6,provide,10,0.0291,0.2529,344
min_special,would,7,require,10,0.0291,0.282,344
min_special,would,8,be+important,10,0.0291,0.311,344
min_special,would,9,be+useful,7,0.0203,0.3314,344
min_special,would,10,be+consistent,7,0.0203,0.3517,344
min_special,would,11,hold,6,0.0174,0.3692,344
min_special,would,12,allow,6,0.0174,0.3866,344
min_special,would,13,remain,6,0.0174,0.4041,344
min_special,would,14,take,5,0.0145,0.4186,344
min_special,would,15,communicate,5,0.0145,0.4331,344
min_special,could,1,help,20,0.0707,0.0707,283
min_special,could,2,provide,15,0.053,0.1237,283
min_special,could,3,use,11,0.0389,0.1625,283
min_special,could,4,reduce,8,0.0283,0.1908,283
min_special,could,5,spill,6,0.0212,0.212,283
min_special,could,6,become,6,0.0212,0.2332,283
min_special,could,7,have,6,0.0212,0.2544,283
min_special,could,8,be+appropriate,6,0.0212,0.2756,283
min_special,could,9,affect,6,0.0212,0.2968,283
min_special,could,10,lead,5,0.0177,0.3145,283
min_special,could,11,view,5,0.0177,0.3322,283
min_special,could,12,result,5,0.0177,0.3498,283
min_special,could,13,make,5,0.0177,0.3675,283
min_special,could,14,arise,4,0.0141,0.3816,283
min_special,could,15,serve,4,0.0141,0.3958,283
min_special,can,1,achieve,3,0.1429,0.1429,21
min_special,can,2,vary,2,0.0952,0.2381,21
min_special,can,3,help,2,0.0952,0.3333,21
min_special,can,4,affect,2,0.0952,0.4286,21
min_special,can,5,phase,1,0.0476,0.4762,21
min_special,can,6,arise,1,0.0476,0.5238,21
min_special,can,7,be+effective,1,0.0476,0.5714,21
min_special,can,8,associate,1,0.0476,0.619,21
min_special,can,9,obtain,1,0.0476,0.6667,21
min_special,can,10,have,1,0.0476,0.7143,21
min_special,can,11,target,1,0.0476,0.7619,21
min_special,can,12,improve,1,0.0476,0.8095,21
min_special,can,13,control,1,0.0476,0.8571,21
min_special,can,14,promote,1,0.0476,0.9048,21
min_special,can,15,be+difficult,1,0.0476,0.9524,21
min_special,should,1,be+mean,3,0.0517,0.0517,58
min_special,should,2,help,2,0.0345,0.0862,58
min_special,should,3,reduce,2,0.0345,0.1207,58
min_special,should,4,be+what,2,0.0345,0.1552,58
min_special,should,5,continue,2,0.0345,0.1897,58
min_special,should,6,provide,1,0.0172,0.2069,58
min_special,should,7,include,1,0.0172,0.2241,58
min_special,should,8,rule,1,0.0172,0.2414,58
min_special,should,9,guide,1,0.0172,0.2586,58
min_special,should,10,respond,1,0.0172,0.2759,58
min_special,should,11,complete,1,0.0172,0.2931,58
min_special,should,12,update,1,0.0172,0.3103,58
min_special,should,13,imply,1,0.0172,0.3276,58
min_special,should,14,implement,1,0.0172,0.3448,58
min_special,should,15,become,1,0.0172,0.3621,58
min_special,may,1,be+appropriate,4,0.1429,0.1429,28
min_special,may,2,be+settlement,2,0.0714,0.2143,28
min_special,may,3,be+limit,2,0.0714,0.2857,28
min_special,may,4,require,2,0.0714,0.3571,28
min_special,may,5,provide,2,0.0714,0.4286,28
min_special,may,6,raise,2,0.0714,0.5,28
min_special,may,7,contribute,2,0.0714,0.5714,28
min_special,may,8,be+circumstance,1,0.0357,0.6071,28
min_special,may,9,be+simpler,1,0.0357,0.6429,28
min_special,may,10,move,1,0.0357,0.6786,28
min_special,may,11,amplify,1,0.0357,0.7143,28
min_special,may,12,take,1,0.0357,0.75,28
min_special,may,13,reduce,1,0.0357,0.7857,28
min_special,may,14,play,1,0.0357,0.8214,28
min_special,may,15,result,1,0.0357,0.8571,28
pc_chair,will,1,continue,243,0.056,0.056,4341
pc_chair,will,2,have,216,0.0498,0.1057,4341
pc_chair,will,3,see,177,0.0408,0.1465,4341
pc_chair,will,4,do,151,0.0348,0.1813,4341
pc_chair,will,5,take,146,0.0336,0.2149,4341
pc_chair,will,6,look,143,0.0329,0.2479,4341
pc_chair,will,7,say,132,0.0304,0.2783,4341
pc_chair,will,8,be+appropriate,105,0.0242,0.3025,4341
pc_chair,will,9,be,105,0.0242,0.3267,4341
pc_chair,will,10,come,79,0.0182,0.3449,4341
pc_chair,will,11,make,69,0.0159,0.3607,4341
pc_chair,will,12,move,68,0.0157,0.3764,4341
pc_chair,will,13,depend,67,0.0154,0.3918,4341
pc_chair,will,14,go,60,0.0138,0.4057,4341
pc_chair,will,15,get,57,0.0131,0.4188,4341
pc_chair,would,1,say,662,0.2117,0.2117,3127
pc_chair,would,2,like,112,0.0358,0.2475,3127
pc_chair,would,3,want,108,0.0345,0.2821,3127
pc_chair,would,4,look,90,0.0288,0.3108,3127
pc_chair,would,5,be,90,0.0288,0.3396,3127
pc_chair,would,6,have,81,0.0259,0.3655,3127
pc_chair,would,7,expect,81,0.0259,0.3914,3127
pc_chair,would,8,take,72,0.023,0.4145,3127
pc_chair,would,9,point,62,0.0198,0.4343,3127
pc_chair,would,10,think,52,0.0166,0.4509,3127
pc_chair,would,11,do,45,0.0144,0.4653,3127
pc_chair,would,12,see,43,0.0138,0.4791,3127
pc_chair,would,13,be+appropriate,38,0.0122,0.4912,3127
pc_chair,would,14,need,31,0.0099,0.5011,3127
pc_chair,would,15,start,28,0.009,0.5101,3127
pc_chair,could,1,see,28,0.0447,0.0447,626
pc_chair,could,2,have,26,0.0415,0.0863,626
pc_chair,could,3,be,23,0.0367,0.123,626
pc_chair,could,4,do,18,0.0288,0.1518,626
pc_chair,could,5,affect,15,0.024,0.1757,626
pc_chair,could,6,come,14,0.0224,0.1981,626
pc_chair,could,7,happen,13,0.0208,0.2188,626
pc_chair,could,8,make,13,0.0208,0.2396,626
pc_chair,could,9,say,13,0.0208,0.2604,626
pc_chair,could,10,mean,11,0.0176,0.278,626
pc_chair,could,11,put,10,0.016,0.2939,626
pc_chair,could,12,weaken,10,0.016,0.3099,626
pc_chair,could,13,lead,9,0.0144,0.3243,626
pc_chair,could,14,use,9,0.0144,0.3387,626
pc_chair,could,15,change,9,0.0144,0.353,626
pc_chair,can,1,do,159,0.0988,0.0988,1610
pc_chair,can,2,see,100,0.0621,0.1609,1610
pc_chair,can,3,say,74,0.046,0.2068,1610
pc_chair,can,4,everything,52,0.0323,0.2391,1610
pc_chair,can,5,have,51,0.0317,0.2708,1610
pc_chair,can,6,look,50,0.0311,0.3019,1610
pc_chair,can,7,make,38,0.0236,0.3255,1610
pc_chair,can,8,think,36,0.0224,0.3478,1610
pc_chair,can,9,tell,34,0.0211,0.3689,1610
pc_chair,can,10,affect,33,0.0205,0.3894,1610
pc_chair,can,11,take,28,0.0174,0.4068,1610
pc_chair,can,12,get,28,0.0174,0.4242,1610
pc_chair,can,13,give,27,0.0168,0.441,1610
pc_chair,can,14,go,22,0.0137,0.4547,1610
pc_chair,can,15,find,19,0.0118,0.4665,1610
pc_chair,should,1,do,23,0.0463,0.0463,497
pc_chair,should,2,help,21,0.0423,0.0885,497
pc_chair,should,3,see,18,0.0362,0.1247,497
pc_chair,should,4,have,14,0.0282,0.1529,497
pc_chair,should,5,move,14,0.0282,0.1811,497
pc_chair,should,6,be,13,0.0262,0.2072,497
pc_chair,should,7,be+what,11,0.0221,0.2294,497
pc_chair,should,8,take,10,0.0201,0.2495,497
pc_chair,should,9,happen,9,0.0181,0.2676,497
pc_chair,should,10,come,8,0.0161,0.2837,497
pc_chair,should,11,go,8,0.0161,0.2998,497
pc_chair,should,12,assume,7,0.0141,0.3139,497
pc_chair,should,13,expect,7,0.0141,0.328,497
pc_chair,should,14,look,6,0.0121,0.34,497
pc_chair,should,15,support,6,0.0121,0.3521,497
pc_chair,may,1,be,38,0.0784,0.0784,485
pc_chair,may,2,take,23,0.0474,0.1258,485
pc_chair,may,3,have,22,0.0454,0.1711,485
pc_chair,may,4,be+appropriate,21,0.0433,0.2144,485
pc_chair,may,5,see,13,0.0268,0.2412,485
pc_chair,may,6,come,12,0.0247,0.266,485
pc_chair,may,7,need,12,0.0247,0.2907,485
pc_chair,may,8,change,8,0.0165,0.3072,485
pc_chair,may,9,warrant,8,0.0165,0.3237,485
pc_chair,may,10,continue,8,0.0165,0.3402,485
pc_chair,may,11,be+difficult,7,0.0144,0.3546,485
pc_chair,may,12,be+answer,6,0.0124,0.367,485
pc_chair,may,13,happen,6,0.0124,0.3794,485
pc_chair,may,14,affect,6,0.0124,0.3918,485
pc_chair,may,15,go,5,0.0103,0.4021,485
speech_chair,will,1,continue,77,0.0659,0.0659,1169
speech_chair,will,2,discuss,55,0.047,0.1129,1169
speech_chair,will,3,need,36,0.0308,0.1437,1169
speech_chair,will,4,take,28,0.024,0.1677,1169
speech_chair,will,5,turn,21,0.018,0.1856,1169
speech_chair,will,6,be+appropriate,21,0.018,0.2036,1169
speech_chair,will,7,help,21,0.018,0.2216,1169
speech_chair,will,8,remain,21,0.018,0.2395,1169
speech_chair,will,9,have,20,0.0171,0.2566,1169
speech_chair,will,10,focus,19,0.0163,0.2729,1169
speech_chair,will,11,move,18,0.0154,0.2883,1169
speech_chair,will,12,require,15,0.0128,0.3011,1169
speech_chair,will,13,depend,15,0.0128,0.3139,1169
speech_chair,will,14,make,14,0.012,0.3259,1169
speech_chair,will,15,do,14,0.012,0.3379,1169
speech_chair,would,1,like,54,0.0942,0.0942,573
speech_chair,would,2,expect,15,0.0262,0.1204,573
speech_chair,would,3,have,15,0.0262,0.1466,573
speech_chair,would,4,be+appropriate,11,0.0192,0.1658,573
speech_chair,would,5,need,10,0.0175,0.1832,573
speech_chair,would,6,remain,8,0.014,0.1972,573
speech_chair,would,7,require,8,0.014,0.2112,573
speech_chair,would,8,continue,8,0.014,0.2251,573
speech_chair,would,9,move,7,0.0122,0.2373,573
speech_chair,would,10,do,7,0.0122,0.2496,573
speech_chair,would,11,be+consistent,7,0.0122,0.2618,573
speech_chair,would,12,increase,6,0.0105,0.2723,573
speech_chair,would,13,risk,6,0.0105,0.2827,573
speech_chair,would,14,make,6,0.0105,0.2932,573
speech_chair,would,15,rise,6,0.0105,0.3037,573
speech_chair,could,1,have,14,0.0394,0.0394,355
speech_chair,could,2,help,12,0.0338,0.0732,355
speech_chair,could,3,do,9,0.0254,0.0986,355
speech_chair,could,4,lead,7,0.0197,0.1183,355
speech_chair,could,5,prove,7,0.0197,0.138,355
speech_chair,could,6,bring,6,0.0169,0.1549,355
speech_chair,could,7,reflect,5,0.0141,0.169,355
speech_chair,could,8,risk,5,0.0141,0.1831,355
speech_chair,could,9,provide,5,0.0141,0.1972,355
speech_chair,could,10,exacerbate,4,0.0113,0.2085,355
speech_chair,could,11,turn,4,0.0113,0.2197,355
speech_chair,could,12,come,4,0.0113,0.231,355
speech_chair,could,13,raise,4,0.0113,0.2423,355
speech_chair,could,14,push,4,0.0113,0.2535,355
speech_chair,could,15,see,4,0.0113,0.2648,355
speech_chair,can,1,help,22,0.0428,0.0428,514
speech_chair,can,2,do,22,0.0428,0.0856,514
speech_chair,can,3,see,14,0.0272,0.1128,514
speech_chair,can,4,find,12,0.0233,0.1362,514
speech_chair,can,5,make,11,0.0214,0.1576,514
speech_chair,can,6,take,10,0.0195,0.177,514
speech_chair,can,7,improve,9,0.0175,0.1946,514
speech_chair,can,8,say,9,0.0175,0.2121,514
speech_chair,can,9,lead,8,0.0156,0.2276,514
speech_chair,can,10,be+sure,6,0.0117,0.2393,514
speech_chair,can,11,sustain,6,0.0117,0.251,514
speech_chair,can,12,be+difficult,6,0.0117,0.2626,514
speech_chair,can,13,everything,6,0.0117,0.2743,514
speech_chair,can,14,continue,6,0.0117,0.286,514
speech_chair,can,15,provide,6,0.0117,0.2977,514
speech_chair,should,1,take,7,0.0333,0.0333,210
speech_chair,should,2,continue,6,0.0286,0.0619,210
speech_chair,should,3,note,6,0.0286,0.0905,210
speech_chair,should,4,consider,5,0.0238,0.1143,210
speech_chair,should,5,adjust,4,0.019,0.1333,210
speech_chair,should,6,have,4,0.019,0.1524,210
speech_chair,should,7,support,4,0.019,0.1714,210
speech_chair,should,8,make,4,0.019,0.1905,210
speech_chair,should,9,keep,3,0.0143,0.2048,210
speech_chair,should,10,help,3,0.0143,0.219,210
speech_chair,should,11,expand,3,0.0143,0.2333,210
speech_chair,should,12,look,3,0.0143,0.2476,210
speech_chair,should,13,serve,3,0.0143,0.2619,210
speech_chair,should,14,understand,3,0.0143,0.2762,210
speech_chair,should,15,begin,3,0.0143,0.2905,210
speech_chair,may,1,use,19,0.0497,0.0497,382
speech_chair,may,2,reflect,11,0.0288,0.0785,382
speech_chair,may,3,help,11,0.0288,0.1073,382
speech_chair,may,4,hold,8,0.0209,0.1283,382
speech_chair,may,5,need,7,0.0183,0.1466,382
speech_chair,may,6,have,7,0.0183,0.1649,382
speech_chair,may,7,affect,7,0.0183,0.1832,382
speech_chair,may,8,come,6,0.0157,0.199,382
speech_chair,may,9,be+appropriate,6,0.0157,0.2147,382
speech_chair,may,10,change,6,0.0157,0.2304,382
speech_chair,may,11,require,6,0.0157,0.2461,382
